RecordingTime [ms];Time of Day [h:m:s:ms];Trial;Stimulus;Participant;Category Right;Point of Regard Right X [px];Point of Regard Right Y [px]
2812243,92;10:10:55:923;Trial074;Video 18;P35;Separator;-;-
2812259,51;10:10:55:939;Trial074;Video 18;P35;Saccade;895,69;720,13
2812276,18;10:10:55:955;Trial074;Video 18;P35;Fixation;897,63;677,80
2812292,83;10:10:55:972;Trial074;Video 18;P35;Fixation;893,59;651,84
2812309,44;10:10:55:989;Trial074;Video 18;P35;Fixation;896,22;658,42
2812326,14;10:10:56:005;Trial074;Video 18;P35;Fixation;898,02;626,88
2812342,75;10:10:56:022;Trial074;Video 18;P35;Fixation;892,91;606,54
2812359,47;10:10:56:039;Trial074;Video 18;P35;Fixation;899,65;602,44
2812376,25;10:10:56:055;Trial074;Video 18;P35;Fixation;895,15;602,34
2812392,86;10:10:56:072;Trial074;Video 18;P35;Fixation;906,60;609,95
2812409,45;10:10:56:089;Trial074;Video 18;P35;Fixation;903,02;603,65
2812426,05;10:10:56:105;Trial074;Video 18;P35;Fixation;915,20;601,95
2812442,75;10:10:56:122;Trial074;Video 18;P35;Fixation;912,09;599,74
2812459,43;10:10:56:139;Trial074;Video 18;P35;Saccade;920,99;597,82
2812476,1;10:10:56:155;Trial074;Video 18;P35;Saccade;968,00;597,30
2812492,68;10:10:56:172;Trial074;Video 18;P35;Saccade;1198,56;604,28
2812509,39;10:10:56:188;Trial074;Video 18;P35;Fixation;1371,30;613,15
2812526,01;10:10:56:205;Trial074;Video 18;P35;Fixation;1351,49;609,73
2812542,72;10:10:56:222;Trial074;Video 18;P35;Fixation;1358,12;604,73
2812559,4;10:10:56:238;Trial074;Video 18;P35;Fixation;1361,64;599,95
2812576,05;10:10:56:255;Trial074;Video 18;P35;Fixation;1362,26;597,26
2812592,69;10:10:56:272;Trial074;Video 18;P35;Fixation;1369,11;593,08
2812609,33;10:10:56:288;Trial074;Video 18;P35;Fixation;1371,72;590,19
2812625,98;10:10:56:305;Trial074;Video 18;P35;Fixation;1374,62;583,86
2812642,64;10:10:56:322;Trial074;Video 18;P35;Fixation;1370,97;576,29
2812659,4;10:10:56:338;Trial074;Video 18;P35;Fixation;1377,38;558,37
2812676,02;10:10:56:355;Trial074;Video 18;P35;Fixation;1378,86;558,10
2812692,67;10:10:56:372;Trial074;Video 18;P35;Fixation;1378,18;557,75
2812709,34;10:10:56:388;Trial074;Video 18;P35;Fixation;1385,21;548,11
2812725,98;10:10:56:405;Trial074;Video 18;P35;Fixation;1378,97;542,91
2812742,63;10:10:56:422;Trial074;Video 18;P35;Fixation;1378,43;548,97
2812759,3;10:10:56:438;Trial074;Video 18;P35;Fixation;1380,67;542,22
2812775,97;10:10:56:455;Trial074;Video 18;P35;Fixation;1378,32;540,19
2812792,61;10:10:56:472;Trial074;Video 18;P35;Fixation;1387,17;539,80
2812809,23;10:10:56:488;Trial074;Video 18;P35;Fixation;1379,23;537,01
2812825,88;10:10:56:505;Trial074;Video 18;P35;Fixation;1377,74;541,93
2812842,55;10:10:56:522;Trial074;Video 18;P35;Fixation;1374,50;546,01
2812859,26;10:10:56:538;Trial074;Video 18;P35;Fixation;1368,75;553,37
2812875,99;10:10:56:555;Trial074;Video 18;P35;Fixation;1372,24;556,99
2812892,65;10:10:56:572;Trial074;Video 18;P35;Fixation;1371,98;556,19
2812909,27;10:10:56:588;Trial074;Video 18;P35;Fixation;1368,79;567,23
2812925,92;10:10:56:605;Trial074;Video 18;P35;Fixation;1366,08;574,64
2812942,5;10:10:56:622;Trial074;Video 18;P35;Fixation;1367,70;591,27
2812959,26;10:10:56:638;Trial074;Video 18;P35;Fixation;1365,90;590,53
2812975,83;10:10:56:655;Trial074;Video 18;P35;Fixation;1361,94;586,69
2812992,54;10:10:56:672;Trial074;Video 18;P35;Fixation;1357,48;596,59
2813009,16;10:10:56:688;Trial074;Video 18;P35;Fixation;1358,96;592,72
2813025,8;10:10:56:705;Trial074;Video 18;P35;Fixation;1358,01;593,24
2813042,52;10:10:56:722;Trial074;Video 18;P35;Fixation;1357,52;600,30
2813059,2;10:10:56:738;Trial074;Video 18;P35;Fixation;1354,63;602,43
2813075,91;10:10:56:755;Trial074;Video 18;P35;Fixation;1353,62;606,27
2813092,44;10:10:56:772;Trial074;Video 18;P35;Fixation;1351,95;604,31
2813109,2;10:10:56:788;Trial074;Video 18;P35;Fixation;1350,48;605,18
2813125,87;10:10:56:805;Trial074;Video 18;P35;Fixation;1347,73;605,13
2813142,49;10:10:56:822;Trial074;Video 18;P35;Fixation;1346,62;598,93
2813159,19;10:10:56:838;Trial074;Video 18;P35;Saccade;1344,02;602,60
2813175,82;10:10:56:855;Trial074;Video 18;P35;Saccade;1169,44;595,27
2813192,48;10:10:56:872;Trial074;Video 18;P35;Fixation;953,17;594,25
2813209,17;10:10:56:888;Trial074;Video 18;P35;Fixation;878,21;588,03
2813225,82;10:10:56:905;Trial074;Video 18;P35;Fixation;870,90;587,60
2813242,47;10:10:56:922;Trial074;Video 18;P35;Fixation;873,41;587,80
2813259,17;10:10:56:938;Trial074;Video 18;P35;Fixation;867,18;587,68
2813275,75;10:10:56:955;Trial074;Video 18;P35;Fixation;868,98;584,76
2813292,43;10:10:56:972;Trial074;Video 18;P35;Fixation;868,47;584,35
2813309,11;10:10:56:988;Trial074;Video 18;P35;Fixation;867,83;581,29
2813325,71;10:10:57:005;Trial074;Video 18;P35;Fixation;868,83;581,08
2813342,41;10:10:57:021;Trial074;Video 18;P35;Fixation;868,40;578,70
2813359,05;10:10:57:038;Trial074;Video 18;P35;Fixation;865,99;579,32
2813375,69;10:10:57:055;Trial074;Video 18;P35;Fixation;864,95;580,39
2813392,4;10:10:57:071;Trial074;Video 18;P35;Fixation;864,26;581,91
2813409,08;10:10:57:088;Trial074;Video 18;P35;Fixation;866,52;582,11
2813425,68;10:10:57:105;Trial074;Video 18;P35;Fixation;867,07;583,41
2813442,4;10:10:57:121;Trial074;Video 18;P35;Fixation;870,36;581,86
2813459,06;10:10:57:138;Trial074;Video 18;P35;Fixation;867,70;581,59
2813475,79;10:10:57:155;Trial074;Video 18;P35;Fixation;869,63;577,68
2813492,39;10:10:57:171;Trial074;Video 18;P35;Fixation;869,09;577,95
2813509,04;10:10:57:188;Trial074;Video 18;P35;Fixation;870,69;577,64
2813525,71;10:10:57:205;Trial074;Video 18;P35;Fixation;870,82;580,01
2813542,28;10:10:57:221;Trial074;Video 18;P35;Fixation;871,25;582,91
2813559,06;10:10:57:238;Trial074;Video 18;P35;Fixation;871,95;583,94
2813575,61;10:10:57:255;Trial074;Video 18;P35;Fixation;873,08;579,77
2813592,32;10:10:57:271;Trial074;Video 18;P35;Fixation;872,88;580,84
2813608,99;10:10:57:288;Trial074;Video 18;P35;Fixation;872,58;577,56
2813625,66;10:10:57:305;Trial074;Video 18;P35;Fixation;872,90;577,89
2813642,31;10:10:57:321;Trial074;Video 18;P35;Fixation;874,77;576,78
2813658,98;10:10:57:338;Trial074;Video 18;P35;Fixation;875,49;579,25
2813675,65;10:10:57:355;Trial074;Video 18;P35;Fixation;876,04;579,28
2813692,28;10:10:57:371;Trial074;Video 18;P35;Fixation;874,97;580,20
2813708,95;10:10:57:388;Trial074;Video 18;P35;Fixation;875,34;578,40
2813725,55;10:10:57:405;Trial074;Video 18;P35;Fixation;874,36;580,62
2813742,3;10:10:57:421;Trial074;Video 18;P35;Fixation;874,44;576,28
2813759;10:10:57:438;Trial074;Video 18;P35;Saccade;873,19;579,62
2813775,59;10:10:57:455;Trial074;Video 18;P35;Saccade;974,88;578,26
2813792,2;10:10:57:471;Trial074;Video 18;P35;Fixation;1213,69;576,27
2813808,87;10:10:57:488;Trial074;Video 18;P35;Fixation;1257,75;579,13
2813825,57;10:10:57:505;Trial074;Video 18;P35;Fixation;1265,64;578,06
2813842,17;10:10:57:521;Trial074;Video 18;P35;Fixation;1262,19;581,38
2813858,84;10:10:57:538;Trial074;Video 18;P35;Fixation;1253,39;581,65
2813875,56;10:10:57:555;Trial074;Video 18;P35;Fixation;1249,43;580,93
2813892,17;10:10:57:571;Trial074;Video 18;P35;Fixation;1250,73;583,79
2813908,88;10:10:57:588;Trial074;Video 18;P35;Fixation;1252,42;584,50
2813925,48;10:10:57:605;Trial074;Video 18;P35;Fixation;1251,13;586,58
2813942,18;10:10:57:621;Trial074;Video 18;P35;Fixation;1249,31;585,37
2813958,89;10:10:57:638;Trial074;Video 18;P35;Fixation;1251,06;585,94
2813975,5;10:10:57:655;Trial074;Video 18;P35;Fixation;1250,95;588,67
2813992,12;10:10:57:671;Trial074;Video 18;P35;Fixation;1248,99;589,18
2814008,83;10:10:57:688;Trial074;Video 18;P35;Fixation;1243,50;590,61
2814025,44;10:10:57:705;Trial074;Video 18;P35;Fixation;1242,95;590,16
2814042,16;10:10:57:721;Trial074;Video 18;P35;Fixation;1240,80;590,00
2814058,82;10:10:57:738;Trial074;Video 18;P35;Fixation;1241,41;589,80
2814075,44;10:10:57:755;Trial074;Video 18;P35;Fixation;1236,70;589,80
2814092,13;10:10:57:771;Trial074;Video 18;P35;Fixation;1238,73;588,44
2814108,8;10:10:57:788;Trial074;Video 18;P35;Fixation;1234,59;587,55
2814125,4;10:10:57:804;Trial074;Video 18;P35;Fixation;1235,09;587,47
2814142,1;10:10:57:821;Trial074;Video 18;P35;Fixation;1230,90;588,37
2814158,75;10:10:57:838;Trial074;Video 18;P35;Fixation;1230,36;586,05
2814175,42;10:10:57:854;Trial074;Video 18;P35;Fixation;1230,56;584,45
2814192,09;10:10:57:871;Trial074;Video 18;P35;Fixation;1232,93;583,49
2814208,77;10:10:57:888;Trial074;Video 18;P35;Fixation;1228,88;581,27
2814225,37;10:10:57:904;Trial074;Video 18;P35;Fixation;1230,52;578,23
2814242,09;10:10:57:921;Trial074;Video 18;P35;Fixation;1227,07;577,42
2814258,75;10:10:57:938;Trial074;Video 18;P35;Fixation;1228,71;577,02
2814275,35;10:10:57:954;Trial074;Video 18;P35;Fixation;1228,73;577,70
2814291,98;10:10:57:971;Trial074;Video 18;P35;Fixation;1226,08;574,47
2814308,65;10:10:57:988;Trial074;Video 18;P35;Fixation;1221,57;571,99
2814325,36;10:10:58:004;Trial074;Video 18;P35;Fixation;1220,08;572,20
2814342,07;10:10:58:021;Trial074;Video 18;P35;Fixation;1220,56;573,41
2814358,74;10:10:58:038;Trial074;Video 18;P35;Fixation;1218,25;571,29
2814375,32;10:10:58:054;Trial074;Video 18;P35;Fixation;1216,85;572,53
2814392,01;10:10:58:071;Trial074;Video 18;P35;Fixation;1216,09;571,39
2814408,63;10:10:58:088;Trial074;Video 18;P35;Fixation;1212,09;572,82
2814425,28;10:10:58:104;Trial074;Video 18;P35;Fixation;1210,79;573,18
2814441,92;10:10:58:121;Trial074;Video 18;P35;Fixation;1206,06;572,91
2814458,67;10:10:58:138;Trial074;Video 18;P35;Fixation;1206,10;574,18
2814475,36;10:10:58:154;Trial074;Video 18;P35;Fixation;1203,76;575,31
2814491,96;10:10:58:171;Trial074;Video 18;P35;Fixation;1204,22;575,28
2814508,66;10:10:58:188;Trial074;Video 18;P35;Fixation;1204,28;577,67
2814525,3;10:10:58:204;Trial074;Video 18;P35;Fixation;1201,14;577,06
2814541,95;10:10:58:221;Trial074;Video 18;P35;Fixation;1202,71;579,14
2814558,6;10:10:58:238;Trial074;Video 18;P35;Fixation;1200,75;578,79
2814575,28;10:10:58:254;Trial074;Video 18;P35;Fixation;1200,63;579,27
2814591,93;10:10:58:271;Trial074;Video 18;P35;Fixation;1200,22;578,89
2814608,55;10:10:58:288;Trial074;Video 18;P35;Saccade;1196,60;579,57
2814625,2;10:10:58:304;Trial074;Video 18;P35;Fixation;986,97;585,25
2814641,92;10:10:58:321;Trial074;Video 18;P35;Fixation;982,47;580,50
2814658,59;10:10:58:338;Trial074;Video 18;P35;Fixation;959,64;580,93
2814675,27;10:10:58:354;Trial074;Video 18;P35;Fixation;965,93;581,08
2814691,85;10:10:58:371;Trial074;Video 18;P35;Fixation;959,37;582,57
2814708,56;10:10:58:388;Trial074;Video 18;P35;Fixation;963,91;582,06
2814725,23;10:10:58:404;Trial074;Video 18;P35;Fixation;963,03;580,85
2814741,84;10:10:58:421;Trial074;Video 18;P35;Fixation;962,10;578,48
2814758,68;10:10:58:438;Trial074;Video 18;P35;Fixation;958,09;582,93
2814775,14;10:10:58:454;Trial074;Video 18;P35;Fixation;961,09;587,59
2814791,86;10:10:58:471;Trial074;Video 18;P35;Fixation;957,61;587,01
2814808,52;10:10:58:488;Trial074;Video 18;P35;Fixation;956,79;588,53
2814825,19;10:10:58:504;Trial074;Video 18;P35;Fixation;955,65;589,17
2814841,78;10:10:58:521;Trial074;Video 18;P35;Fixation;957,87;588,11
2814858,45;10:10:58:538;Trial074;Video 18;P35;Fixation;955,11;589,94
2814875,12;10:10:58:554;Trial074;Video 18;P35;Fixation;956,46;588,45
2814891,75;10:10:58:571;Trial074;Video 18;P35;Fixation;953,49;586,32
2814908,49;10:10:58:588;Trial074;Video 18;P35;Fixation;955,68;588,51
2814925,15;10:10:58:604;Trial074;Video 18;P35;Fixation;953,99;593,48
2814941,76;10:10:58:621;Trial074;Video 18;P35;Fixation;948,54;589,09
2814958,52;10:10:58:638;Trial074;Video 18;P35;Fixation;912,16;584,25
2814975,13;10:10:58:654;Trial074;Video 18;P35;Fixation;903,36;580,95
2814991,78;10:10:58:671;Trial074;Video 18;P35;Fixation;891,59;578,47
2815008,46;10:10:58:688;Trial074;Video 18;P35;Saccade;895,15;572,63
2815025,1;10:10:58:704;Trial074;Video 18;P35;Fixation;883,13;572,88
2815041,71;10:10:58:721;Trial074;Video 18;P35;Fixation;883,70;567,92
2815058,45;10:10:58:738;Trial074;Video 18;P35;Fixation;881,71;565,89
2815075,05;10:10:58:754;Trial074;Video 18;P35;Fixation;881,76;568,72
2815091,68;10:10:58:771;Trial074;Video 18;P35;Fixation;880,54;564,65
2815108,42;10:10:58:787;Trial074;Video 18;P35;Fixation;877,99;564,24
2815125,09;10:10:58:804;Trial074;Video 18;P35;Fixation;877,29;563,04
2815141,66;10:10:58:821;Trial074;Video 18;P35;Fixation;877,54;562,92
2815158,45;10:10:58:838;Trial074;Video 18;P35;Fixation;875,65;563,05
2815174,99;10:10:58:854;Trial074;Video 18;P35;Fixation;878,11;561,81
2815191,64;10:10:58:871;Trial074;Video 18;P35;Fixation;876,39;564,17
2815208,32;10:10:58:887;Trial074;Video 18;P35;Fixation;876,62;563,01
2815224,97;10:10:58:904;Trial074;Video 18;P35;Fixation;877,45;563,16
2815241,68;10:10:58:921;Trial074;Video 18;P35;Fixation;879,45;563,22
2815258,38;10:10:58:937;Trial074;Video 18;P35;Fixation;879,56;564,28
2815274,96;10:10:58:954;Trial074;Video 18;P35;Fixation;881,03;564,06
2815291,67;10:10:58:971;Trial074;Video 18;P35;Fixation;880,14;565,66
2815308,33;10:10:58:987;Trial074;Video 18;P35;Fixation;881,53;566,35
2815324,99;10:10:59:004;Trial074;Video 18;P35;Fixation;882,70;564,51
2815341,64;10:10:59:021;Trial074;Video 18;P35;Fixation;884,25;564,88
2815358,34;10:10:59:037;Trial074;Video 18;P35;Fixation;883,30;565,57
2815374,97;10:10:59:054;Trial074;Video 18;P35;Fixation;883,69;564,13
2815391,62;10:10:59:071;Trial074;Video 18;P35;Fixation;885,41;570,73
2815408,27;10:10:59:087;Trial074;Video 18;P35;Fixation;886,36;571,87
2815424,9;10:10:59:104;Trial074;Video 18;P35;Fixation;886,49;575,11
2815441,64;10:10:59:121;Trial074;Video 18;P35;Fixation;886,50;569,53
2815458,22;10:10:59:137;Trial074;Video 18;P35;Fixation;886,56;570,55
2815474,88;10:10:59:154;Trial074;Video 18;P35;Fixation;888,76;570,57
2815491,58;10:10:59:171;Trial074;Video 18;P35;Fixation;888,14;570,38
2815508,25;10:10:59:187;Trial074;Video 18;P35;Fixation;889,32;572,18
2815524,92;10:10:59:204;Trial074;Video 18;P35;Fixation;888,09;573,25
2815541,57;10:10:59:221;Trial074;Video 18;P35;Fixation;888,33;571,62
2815558,36;10:10:59:237;Trial074;Video 18;P35;Fixation;888,24;570,05
2815574,88;10:10:59:254;Trial074;Video 18;P35;Fixation;889,31;571,94
2815591,54;10:10:59:271;Trial074;Video 18;P35;Fixation;887,68;571,52
2815608,21;10:10:59:287;Trial074;Video 18;P35;Saccade;884,49;576,70
2815624,81;10:10:59:304;Trial074;Video 18;P35;Fixation;768,22;609,01
2815641,56;10:10:59:321;Trial074;Video 18;P35;Fixation;781,75;622,49
2815658,14;10:10:59:337;Trial074;Video 18;P35;Fixation;807,56;626,60
2815674,8;10:10:59:354;Trial074;Video 18;P35;Fixation;786,76;640,80
2815691,45;10:10:59:371;Trial074;Video 18;P35;Fixation;786,69;637,71
2815708,18;10:10:59:387;Trial074;Video 18;P35;Fixation;787,66;647,11
2815724,83;10:10:59:404;Trial074;Video 18;P35;Fixation;786,80;641,36
2815741,49;10:10:59:421;Trial074;Video 18;P35;Fixation;789,68;644,30
2815758,19;10:10:59:437;Trial074;Video 18;P35;Fixation;788,81;646,12
2815774,75;10:10:59:454;Trial074;Video 18;P35;Fixation;790,92;646,98
2815791,46;10:10:59:471;Trial074;Video 18;P35;Fixation;791,98;648,25
2815808,09;10:10:59:487;Trial074;Video 18;P35;Fixation;788,69;648,35
2815824,8;10:10:59:504;Trial074;Video 18;P35;Fixation;789,39;649,14
2815841,45;10:10:59:521;Trial074;Video 18;P35;Fixation;788,81;649,82
2815858,12;10:10:59:537;Trial074;Video 18;P35;Fixation;790,46;648,75
2815874,75;10:10:59:554;Trial074;Video 18;P35;Fixation;790,10;648,32
2815891,43;10:10:59:571;Trial074;Video 18;P35;Fixation;790,29;648,16
2815908,04;10:10:59:587;Trial074;Video 18;P35;Fixation;789,03;649,83
2815924,8;10:10:59:604;Trial074;Video 18;P35;Fixation;790,38;649,72
2815941,35;10:10:59:620;Trial074;Video 18;P35;Fixation;788,37;649,66
2815958,33;10:10:59:637;Trial074;Video 18;P35;Fixation;788,04;650,18
2815974,68;10:10:59:654;Trial074;Video 18;P35;Fixation;797,90;654,04
2815991,38;10:10:59:670;Trial074;Video 18;P35;Fixation;807,66;678,25
2816008,05;10:10:59:687;Trial074;Video 18;P35;Saccade;812,45;679,43
2816024,71;10:10:59:704;Trial074;Video 18;P35;Fixation;821,01;695,64
2816041,4;10:10:59:720;Trial074;Video 18;P35;Fixation;824,86;702,01
2816058,04;10:10:59:737;Trial074;Video 18;P35;Fixation;823,03;702,40
2816074,67;10:10:59:754;Trial074;Video 18;P35;Fixation;831,99;707,59
2816091,3;10:10:59:770;Trial074;Video 18;P35;Fixation;835,51;711,01
2816108,02;10:10:59:787;Trial074;Video 18;P35;Fixation;829,68;710,69
2816124,68;10:10:59:804;Trial074;Video 18;P35;Fixation;834,48;710,38
2816141,33;10:10:59:820;Trial074;Video 18;P35;Fixation;838,54;709,72
2816157,98;10:10:59:837;Trial074;Video 18;P35;Fixation;835,31;712,19
2816174,66;10:10:59:854;Trial074;Video 18;P35;Fixation;833,34;713,93
2816191,31;10:10:59:870;Trial074;Video 18;P35;Fixation;837,06;714,44
2816207,99;10:10:59:887;Trial074;Video 18;P35;Fixation;836,20;714,96
2816224,64;10:10:59:904;Trial074;Video 18;P35;Fixation;834,59;714,06
2816241,32;10:10:59:920;Trial074;Video 18;P35;Fixation;834,78;714,42
2816257,95;10:10:59:937;Trial074;Video 18;P35;Fixation;834,06;713,32
2816274,57;10:10:59:954;Trial074;Video 18;P35;Fixation;833,93;713,30
2816291,26;10:10:59:970;Trial074;Video 18;P35;Fixation;850,24;736,30
2816307,95;10:10:59:987;Trial074;Video 18;P35;Fixation;849,05;738,82
2816324,54;10:11:00:004;Trial074;Video 18;P35;Fixation;861,73;741,45
2816341,25;10:11:00:020;Trial074;Video 18;P35;Fixation;861,28;749,07
2816357,92;10:11:00:037;Trial074;Video 18;P35;Fixation;870,74;753,04
2816374,57;10:11:00:054;Trial074;Video 18;P35;Fixation;871,86;757,73
2816391,23;10:11:00:070;Trial074;Video 18;P35;Fixation;876,85;754,75
2816407,94;10:11:00:087;Trial074;Video 18;P35;Fixation;873,86;758,90
2816424,56;10:11:00:104;Trial074;Video 18;P35;Fixation;876,74;763,41
2816441,24;10:11:00:120;Trial074;Video 18;P35;Fixation;877,15;763,35
2816457,83;10:11:00:137;Trial074;Video 18;P35;Fixation;878,51;765,61
2816474,49;10:11:00:154;Trial074;Video 18;P35;Fixation;880,17;764,79
2816491,19;10:11:00:170;Trial074;Video 18;P35;Fixation;878,51;764,24
2816507,81;10:11:00:187;Trial074;Video 18;P35;Fixation;877,04;764,51
2816524,47;10:11:00:204;Trial074;Video 18;P35;Fixation;877,20;764,55
2816541,2;10:11:00:220;Trial074;Video 18;P35;Fixation;878,73;762,12
2816557,88;10:11:00:237;Trial074;Video 18;P35;-;881,39;902,89
2816574,44;10:11:00:254;Trial074;Video 18;P35;Blink;0,00;0,00
2816591,18;10:11:00:270;Trial074;Video 18;P35;Blink;0,00;0,00
2816607,83;10:11:00:287;Trial074;Video 18;P35;Blink;0,00;0,00
2816624,48;10:11:00:304;Trial074;Video 18;P35;Blink;0,00;0,00
2816641,21;10:11:00:320;Trial074;Video 18;P35;Blink;0,00;0,00
2816657,81;10:11:00:337;Trial074;Video 18;P35;Blink;0,00;0,00
2816674,41;10:11:00:353;Trial074;Video 18;P35;Blink;0,00;0,00
2816691,16;10:11:00:370;Trial074;Video 18;P35;Blink;0,00;0,00
2816707,74;10:11:00:387;Trial074;Video 18;P35;Blink;0,00;0,00
2816724,4;10:11:00:403;Trial074;Video 18;P35;Blink;0,00;0,00
2816741,08;10:11:00:420;Trial074;Video 18;P35;Saccade;1102,81;755,36
2816757,95;10:11:00:437;Trial074;Video 18;P35;Saccade;1102,86;702,32
2816774,36;10:11:00:453;Trial074;Video 18;P35;Fixation;1124,81;659,84
2816791,09;10:11:00:470;Trial074;Video 18;P35;Fixation;1109,14;634,10
2816807,69;10:11:00:487;Trial074;Video 18;P35;Fixation;1124,78;621,61
2816824,41;10:11:00:503;Trial074;Video 18;P35;Fixation;1108,91;612,11
2816841,08;10:11:00:520;Trial074;Video 18;P35;Fixation;1115,65;603,22
2816857,67;10:11:00:537;Trial074;Video 18;P35;Fixation;1118,85;597,34
2816874,39;10:11:00:553;Trial074;Video 18;P35;Fixation;1127,05;601,26
2816891,03;10:11:00:570;Trial074;Video 18;P35;Fixation;1116,69;598,93
2816907,65;10:11:00:587;Trial074;Video 18;P35;Fixation;1119,69;593,32
2816924,39;10:11:00:603;Trial074;Video 18;P35;Fixation;1115,76;590,77
2816941,12;10:11:00:620;Trial074;Video 18;P35;Fixation;1120,62;589,56
2816957,71;10:11:00:637;Trial074;Video 18;P35;Saccade;1120,72;586,23
2816974,34;10:11:00:653;Trial074;Video 18;P35;Fixation;1044,02;570,67
2816991,08;10:11:00:670;Trial074;Video 18;P35;Fixation;1047,11;578,93
2817007,63;10:11:00:687;Trial074;Video 18;P35;Fixation;1047,70;574,17
2817024,3;10:11:00:703;Trial074;Video 18;P35;Fixation;1041,58;567,08
2817040,98;10:11:00:720;Trial074;Video 18;P35;Fixation;1034,54;568,57
2817057,62;10:11:00:737;Trial074;Video 18;P35;Fixation;1032,19;567,52
2817074,41;10:11:00:753;Trial074;Video 18;P35;Fixation;1028,70;566,00
2817090,97;10:11:00:770;Trial074;Video 18;P35;Fixation;1028,11;563,97
2817107,6;10:11:00:787;Trial074;Video 18;P35;Fixation;1029,93;567,28
2817124,31;10:11:00:803;Trial074;Video 18;P35;Fixation;1026,01;566,71
2817140,95;10:11:00:820;Trial074;Video 18;P35;Fixation;1025,71;565,77
2817157,67;10:11:00:837;Trial074;Video 18;P35;Fixation;1021,54;575,58
2817174,29;10:11:00:853;Trial074;Video 18;P35;Fixation;1019,22;572,29
2817190,9;10:11:00:870;Trial074;Video 18;P35;Fixation;1020,92;575,52
2817207,66;10:11:00:887;Trial074;Video 18;P35;Fixation;1020,43;575,54
2817224,3;10:11:00:903;Trial074;Video 18;P35;Fixation;1020,60;575,84
2817240,97;10:11:00:920;Trial074;Video 18;P35;Fixation;1019,21;576,97
2817257,7;10:11:00:937;Trial074;Video 18;P35;Saccade;1019,24;582,97
2817274,24;10:11:00:953;Trial074;Video 18;P35;Fixation;810,37;582,55
2817290,86;10:11:00:970;Trial074;Video 18;P35;Fixation;805,33;580,90
2817307,53;10:11:00:987;Trial074;Video 18;P35;Fixation;800,96;578,87
2817324,19;10:11:01:003;Trial074;Video 18;P35;Fixation;788,37;577,57
2817340,89;10:11:01:020;Trial074;Video 18;P35;Fixation;795,16;573,09
2817357,67;10:11:01:037;Trial074;Video 18;P35;Fixation;796,39;571,62
2817374,19;10:11:01:053;Trial074;Video 18;P35;Fixation;795,28;571,10
2817390,91;10:11:01:070;Trial074;Video 18;P35;Fixation;794,08;569,40
2817407,58;10:11:01:087;Trial074;Video 18;P35;Fixation;794,40;570,26
2817424,17;10:11:01:103;Trial074;Video 18;P35;Fixation;795,21;569,89
2817440,86;10:11:01:120;Trial074;Video 18;P35;Fixation;796,50;567,90
2817457,5;10:11:01:137;Trial074;Video 18;P35;Fixation;796,37;566,48
2817474,26;10:11:01:153;Trial074;Video 18;P35;Fixation;796,34;565,67
2817490,77;10:11:01:170;Trial074;Video 18;P35;Fixation;796,47;562,19
2817507,42;10:11:01:186;Trial074;Video 18;P35;Fixation;796,00;563,97
2817524,14;10:11:01:203;Trial074;Video 18;P35;Fixation;797,86;565,44
2817540,84;10:11:01:220;Trial074;Video 18;P35;Fixation;796,65;563,98
2817557,42;10:11:01:236;Trial074;Video 18;P35;Fixation;795,30;565,94
2817574,11;10:11:01:253;Trial074;Video 18;P35;Fixation;797,22;565,82
2817590,72;10:11:01:270;Trial074;Video 18;P35;Fixation;797,26;564,23
2817607,43;10:11:01:287;Trial074;Video 18;P35;Fixation;798,72;563,66
2817624,05;10:11:01:303;Trial074;Video 18;P35;Fixation;799,16;561,72
2817640,84;10:11:01:320;Trial074;Video 18;P35;Fixation;828,79;558,81
2817657,37;10:11:01:336;Trial074;Video 18;P35;Fixation;830,79;557,57
2817674,12;10:11:01:353;Trial074;Video 18;P35;Fixation;835,50;557,01
2817690,75;10:11:01:370;Trial074;Video 18;P35;Fixation;848,14;557,00
2817707,4;10:11:01:386;Trial074;Video 18;P35;Fixation;846,75;554,89
2817724,16;10:11:01:403;Trial074;Video 18;P35;Fixation;853,89;555,48
2817740,73;10:11:01:420;Trial074;Video 18;P35;Fixation;860,05;554,17
2817757,39;10:11:01:436;Trial074;Video 18;P35;Fixation;852,32;554,38
2817774,34;10:11:01:453;Trial074;Video 18;P35;Fixation;855,36;550,21
2817790,71;10:11:01:470;Trial074;Video 18;P35;Fixation;857,09;551,91
2817807,38;10:11:01:486;Trial074;Video 18;P35;Fixation;858,41;550,95
2817823,96;10:11:01:503;Trial074;Video 18;P35;Fixation;859,24;549,84
2817840,7;10:11:01:520;Trial074;Video 18;P35;Fixation;858,47;554,70
2817857,34;10:11:01:536;Trial074;Video 18;P35;Fixation;857,04;551,05
2817874,35;10:11:01:553;Trial074;Video 18;P35;Fixation;856,78;554,22
2817890,62;10:11:01:570;Trial074;Video 18;P35;Fixation;858,72;554,39
2817907,35;10:11:01:586;Trial074;Video 18;P35;Fixation;856,57;555,50
2817923,92;10:11:01:603;Trial074;Video 18;P35;Fixation;855,46;552,84
2817940,89;10:11:01:620;Trial074;Video 18;P35;Fixation;857,64;555,89
2817957,27;10:11:01:636;Trial074;Video 18;P35;Fixation;857,54;557,81
2817973,92;10:11:01:653;Trial074;Video 18;P35;Fixation;859,47;558,65
