RecordingTime [ms];Time of Day [h:m:s:ms];Trial;Stimulus;Participant;Category Right;Point of Regard Right X [px];Point of Regard Right Y [px]
5252805,69;16:55:00:499;Trial191;Video 26;P01;Separator;-;-
5252807,51;16:55:00:501;Trial191;Video 26;P01;Fixation;935,48;615,43
5252823,86;16:55:00:517;Trial191;Video 26;P01;Fixation;936,21;613,61
5252840,52;16:55:00:534;Trial191;Video 26;P01;Fixation;935,30;604,05
5252857,12;16:55:00:550;Trial191;Video 26;P01;Fixation;937,13;597,12
5252873,84;16:55:00:567;Trial191;Video 26;P01;Fixation;938,79;598,67
5252890,46;16:55:00:584;Trial191;Video 26;P01;Fixation;935,92;596,21
5252907,19;16:55:00:601;Trial191;Video 26;P01;Fixation;939,61;600,14
5252923,76;16:55:00:617;Trial191;Video 26;P01;Fixation;940,27;602,58
5252940,5;16:55:00:634;Trial191;Video 26;P01;Fixation;939,05;592,69
5252957,14;16:55:00:650;Trial191;Video 26;P01;Fixation;938,08;584,23
5252973,79;16:55:00:667;Trial191;Video 26;P01;Fixation;938,26;590,12
5252990,42;16:55:00:684;Trial191;Video 26;P01;Fixation;935,00;593,52
5253007,08;16:55:00:700;Trial191;Video 26;P01;Fixation;938,59;593,31
5253023,77;16:55:00:717;Trial191;Video 26;P01;Fixation;938,22;591,07
5253040,46;16:55:00:734;Trial191;Video 26;P01;Saccade;933,53;599,87
5253057,05;16:55:00:750;Trial191;Video 26;P01;Saccade;648,07;582,79
5253073,75;16:55:00:767;Trial191;Video 26;P01;Fixation;447,48;504,54
5253090,39;16:55:00:784;Trial191;Video 26;P01;Fixation;449,93;533,96
5253107,05;16:55:00:800;Trial191;Video 26;P01;Fixation;437,83;534,01
5253123,74;16:55:00:817;Trial191;Video 26;P01;Fixation;445,98;494,51
5253140,42;16:55:00:834;Trial191;Video 26;P01;Fixation;466,56;523,44
5253157,03;16:55:00:850;Trial191;Video 26;P01;Fixation;466,09;524,46
5253173,65;16:55:00:867;Trial191;Video 26;P01;Fixation;457,87;522,52
5253190,33;16:55:00:884;Trial191;Video 26;P01;Fixation;453,22;527,62
5253207,12;16:55:00:900;Trial191;Video 26;P01;Fixation;456,13;512,44
5253223,64;16:55:00:917;Trial191;Video 26;P01;Fixation;471,62;523,62
5253240,31;16:55:00:934;Trial191;Video 26;P01;Fixation;472,43;511,54
5253256,96;16:55:00:950;Trial191;Video 26;P01;Saccade;489,29;516,39
5253273,62;16:55:00:967;Trial191;Video 26;P01;Fixation;512,78;522,80
5253290,29;16:55:00:984;Trial191;Video 26;P01;Fixation;483,84;522,66
5253306,95;16:55:01:000;Trial191;Video 26;P01;Fixation;509,36;513,60
5253323,61;16:55:01:017;Trial191;Video 26;P01;Fixation;493,16;510,91
5253340,27;16:55:01:034;Trial191;Video 26;P01;Fixation;514,00;507,18
5253356,98;16:55:01:050;Trial191;Video 26;P01;Fixation;482,37;494,55
5253373,58;16:55:01:067;Trial191;Video 26;P01;Fixation;509,43;502,60
5253390,31;16:55:01:084;Trial191;Video 26;P01;Fixation;520,22;498,04
5253406,91;16:55:01:100;Trial191;Video 26;P01;Fixation;520,81;505,86
5253423,62;16:55:01:117;Trial191;Video 26;P01;Fixation;526,89;520,33
5253440,29;16:55:01:134;Trial191;Video 26;P01;Fixation;527,92;510,59
5253456,9;16:55:01:150;Trial191;Video 26;P01;Saccade;533,91;527,93
5253473,54;16:55:01:167;Trial191;Video 26;P01;Saccade;556,81;563,85
5253490,22;16:55:01:184;Trial191;Video 26;P01;Fixation;556,46;520,03
5253506,86;16:55:01:200;Trial191;Video 26;P01;Fixation;534,49;526,32
5253523,54;16:55:01:217;Trial191;Video 26;P01;Fixation;543,48;539,98
5253540,21;16:55:01:234;Trial191;Video 26;P01;Fixation;548,57;523,46
5253556,86;16:55:01:250;Trial191;Video 26;P01;Fixation;545,01;475,94
5253573,5;16:55:01:267;Trial191;Video 26;P01;Fixation;547,49;529,49
5253590,18;16:55:01:283;Trial191;Video 26;P01;Fixation;548,77;512,35
5253606,9;16:55:01:300;Trial191;Video 26;P01;Fixation;545,64;468,87
5253623,48;16:55:01:317;Trial191;Video 26;P01;Fixation;548,50;520,65
5253640,27;16:55:01:334;Trial191;Video 26;P01;Fixation;545,46;520,77
5253656,8;16:55:01:350;Trial191;Video 26;P01;Fixation;550,79;504,74
5253673,49;16:55:01:367;Trial191;Video 26;P01;Fixation;542,30;508,24
5253690,13;16:55:01:383;Trial191;Video 26;P01;Fixation;563,31;534,51
5253706,79;16:55:01:400;Trial191;Video 26;P01;Fixation;548,63;508,25
5253723,5;16:55:01:417;Trial191;Video 26;P01;Saccade;548,14;517,03
5253740,11;16:55:01:433;Trial191;Video 26;P01;Fixation;564,54;540,94
5253756,83;16:55:01:450;Trial191;Video 26;P01;Fixation;565,87;518,91
5253773,42;16:55:01:467;Trial191;Video 26;P01;Fixation;594,97;574,33
5253790,11;16:55:01:483;Trial191;Video 26;P01;Fixation;571,44;562,50
5253806,77;16:55:01:500;Trial191;Video 26;P01;Fixation;598,12;558,69
5253823,44;16:55:01:517;Trial191;Video 26;P01;Fixation;599,29;572,15
5253840,09;16:55:01:533;Trial191;Video 26;P01;Fixation;580,49;542,10
5253856,74;16:55:01:550;Trial191;Video 26;P01;Fixation;587,32;536,02
5253873,43;16:55:01:567;Trial191;Video 26;P01;Saccade;597,62;564,34
5253890,07;16:55:01:583;Trial191;Video 26;P01;Fixation;614,34;571,65
5253906,77;16:55:01:600;Trial191;Video 26;P01;Fixation;608,48;545,07
5253923,38;16:55:01:617;Trial191;Video 26;P01;Fixation;630,61;557,47
5253940,03;16:55:01:633;Trial191;Video 26;P01;Fixation;640,81;569,23
5253956,7;16:55:01:650;Trial191;Video 26;P01;Fixation;613,84;550,23
5253973,34;16:55:01:667;Trial191;Video 26;P01;Fixation;637,79;540,72
5253990,03;16:55:01:683;Trial191;Video 26;P01;Fixation;635,77;555,12
5254006,78;16:55:01:700;Trial191;Video 26;P01;Fixation;629,16;541,53
5254023,33;16:55:01:717;Trial191;Video 26;P01;Fixation;630,24;545,85
5254040,13;16:55:01:733;Trial191;Video 26;P01;Fixation;637,45;559,62
5254056,65;16:55:01:750;Trial191;Video 26;P01;Fixation;658,12;571,17
5254073,31;16:55:01:767;Trial191;Video 26;P01;Fixation;660,75;557,98
5254090,04;16:55:01:783;Trial191;Video 26;P01;Fixation;651,67;548,06
5254106,64;16:55:01:800;Trial191;Video 26;P01;Fixation;655,40;534,42
5254123,3;16:55:01:817;Trial191;Video 26;P01;Fixation;651,63;551,32
5254139,97;16:55:01:833;Trial191;Video 26;P01;Fixation;648,33;549,98
5254156,61;16:55:01:850;Trial191;Video 26;P01;Fixation;662,29;548,95
5254173,27;16:55:01:867;Trial191;Video 26;P01;Fixation;666,48;569,81
5254189,96;16:55:01:883;Trial191;Video 26;P01;Fixation;659,80;552,41
5254206,6;16:55:01:900;Trial191;Video 26;P01;Fixation;656,86;542,46
5254223,28;16:55:01:917;Trial191;Video 26;P01;Fixation;669,84;551,21
5254240,02;16:55:01:933;Trial191;Video 26;P01;Fixation;670,74;554,21
5254256,59;16:55:01:950;Trial191;Video 26;P01;Fixation;664,97;546,67
5254273,28;16:55:01:967;Trial191;Video 26;P01;Saccade;663,70;541,98
5254289,92;16:55:01:983;Trial191;Video 26;P01;Fixation;683,98;543,22
5254306,57;16:55:02:000;Trial191;Video 26;P01;Fixation;675,16;529,86
5254323,23;16:55:02:017;Trial191;Video 26;P01;Fixation;685,30;539,57
5254339,89;16:55:02:033;Trial191;Video 26;P01;Fixation;690,26;559,34
5254356,55;16:55:02:050;Trial191;Video 26;P01;Fixation;707,86;547,34
5254373,19;16:55:02:066;Trial191;Video 26;P01;Fixation;693,16;547,88
5254389,88;16:55:02:083;Trial191;Video 26;P01;Fixation;687,75;539,71
5254406,75;16:55:02:100;Trial191;Video 26;P01;Fixation;697,48;541,83
5254423,18;16:55:02:116;Trial191;Video 26;P01;Saccade;701,48;537,11
5254439,88;16:55:02:133;Trial191;Video 26;P01;Fixation;706,73;745,07
5254456,51;16:55:02:150;Trial191;Video 26;P01;Fixation;705,92;768,12
5254473,18;16:55:02:166;Trial191;Video 26;P01;Fixation;716,33;747,01
5254489,82;16:55:02:183;Trial191;Video 26;P01;Fixation;711,05;750,50
5254506,5;16:55:02:200;Trial191;Video 26;P01;Fixation;718,25;756,00
5254523,2;16:55:02:217;Trial191;Video 26;P01;Fixation;722,18;757,86
5254539,81;16:55:02:233;Trial191;Video 26;P01;Fixation;717,89;757,05
5254556,53;16:55:02:250;Trial191;Video 26;P01;Fixation;720,33;754,70
5254573,15;16:55:02:266;Trial191;Video 26;P01;Fixation;720,83;759,46
5254589,8;16:55:02:283;Trial191;Video 26;P01;Fixation;736,78;755,89
5254606,45;16:55:02:300;Trial191;Video 26;P01;Fixation;737,05;756,83
5254623,12;16:55:02:316;Trial191;Video 26;P01;Fixation;736,90;755,39
5254639,88;16:55:02:333;Trial191;Video 26;P01;Fixation;746,13;758,21
5254656,43;16:55:02:350;Trial191;Video 26;P01;Fixation;748,96;759,55
5254673,14;16:55:02:366;Trial191;Video 26;P01;Fixation;752,06;756,89
5254689,76;16:55:02:383;Trial191;Video 26;P01;Fixation;749,64;758,40
5254706,42;16:55:02:400;Trial191;Video 26;P01;Saccade;761,47;755,70
5254723,32;16:55:02:417;Trial191;Video 26;P01;Saccade;1101,55;737,18
5254739,73;16:55:02:433;Trial191;Video 26;P01;Fixation;1339,13;573,22
5254756,45;16:55:02:450;Trial191;Video 26;P01;Fixation;1380,99;587,48
5254773,04;16:55:02:466;Trial191;Video 26;P01;Fixation;1380,97;606,92
5254789,73;16:55:02:483;Trial191;Video 26;P01;Fixation;1385,64;597,78
5254806,37;16:55:02:500;Trial191;Video 26;P01;Fixation;1387,19;604,84
5254823,02;16:55:02:516;Trial191;Video 26;P01;Fixation;1378,63;596,22
5254839,76;16:55:02:533;Trial191;Video 26;P01;Fixation;1395,37;589,05
5254856,35;16:55:02:550;Trial191;Video 26;P01;Fixation;1389,31;593,26
5254873;16:55:02:566;Trial191;Video 26;P01;Fixation;1395,00;582,80
5254889,74;16:55:02:583;Trial191;Video 26;P01;Fixation;1398,50;572,92
5254906,4;16:55:02:600;Trial191;Video 26;P01;Saccade;1392,82;566,70
5254923;16:55:02:616;Trial191;Video 26;P01;Fixation;1406,68;566,47
5254939,66;16:55:02:633;Trial191;Video 26;P01;Fixation;1406,37;596,17
5254956,32;16:55:02:650;Trial191;Video 26;P01;Fixation;1401,64;577,86
5254972,96;16:55:02:666;Trial191;Video 26;P01;Fixation;1408,86;567,00
5254989,65;16:55:02:683;Trial191;Video 26;P01;Fixation;1408,18;572,93
5255006,3;16:55:02:700;Trial191;Video 26;P01;Fixation;1415,74;569,54
5255022,95;16:55:02:716;Trial191;Video 26;P01;Fixation;1409,74;581,32
5255039,7;16:55:02:733;Trial191;Video 26;P01;Fixation;1415,56;587,78
5255056,28;16:55:02:750;Trial191;Video 26;P01;Fixation;1415,52;565,37
5255072,99;16:55:02:766;Trial191;Video 26;P01;Fixation;1413,23;576,40
5255089,6;16:55:02:783;Trial191;Video 26;P01;Fixation;1406,05;576,67
5255106,25;16:55:02:800;Trial191;Video 26;P01;Fixation;1410,71;572,41
5255122,92;16:55:02:816;Trial191;Video 26;P01;Fixation;1412,17;577,60
5255139,58;16:55:02:833;Trial191;Video 26;P01;Saccade;1400,90;583,86
5255156,23;16:55:02:850;Trial191;Video 26;P01;Saccade;1241,59;499,70
5255172,89;16:55:02:866;Trial191;Video 26;P01;Fixation;1161,02;528,64
5255189,58;16:55:02:883;Trial191;Video 26;P01;Fixation;1173,31;495,31
5255206,26;16:55:02:900;Trial191;Video 26;P01;Fixation;1163,17;528,13
5255222,87;16:55:02:916;Trial191;Video 26;P01;Fixation;1156,44;503,91
5255239,58;16:55:02:933;Trial191;Video 26;P01;Fixation;1154,04;520,83
5255256,19;16:55:02:950;Trial191;Video 26;P01;Fixation;1171,32;512,77
5255272,9;16:55:02:966;Trial191;Video 26;P01;Fixation;1149,32;515,02
5255289,52;16:55:02:983;Trial191;Video 26;P01;Fixation;1152,22;498,35
5255306,18;16:55:02:999;Trial191;Video 26;P01;Fixation;1151,45;506,60
5255322,89;16:55:03:016;Trial191;Video 26;P01;Fixation;1151,31;515,35
5255339,5;16:55:03:033;Trial191;Video 26;P01;Fixation;1149,05;519,46
5255356,16;16:55:03:049;Trial191;Video 26;P01;Fixation;1149,51;513,73
5255372,81;16:55:03:066;Trial191;Video 26;P01;Fixation;1152,59;502,70
5255389,48;16:55:03:083;Trial191;Video 26;P01;Fixation;1163,39;498,97
5255406,14;16:55:03:099;Trial191;Video 26;P01;Fixation;1146,22;511,39
5255422,81;16:55:03:116;Trial191;Video 26;P01;Fixation;1161,13;506,54
5255439,49;16:55:03:133;Trial191;Video 26;P01;Fixation;1167,95;502,23
5255456,12;16:55:03:149;Trial191;Video 26;P01;Saccade;1168,51;486,59
5255472,79;16:55:03:166;Trial191;Video 26;P01;Saccade;1001,12;512,00
5255489,45;16:55:03:183;Trial191;Video 26;P01;Saccade;843,96;507,18
5255506,09;16:55:03:199;Trial191;Video 26;P01;Fixation;920,35;502,24
5255522,82;16:55:03:216;Trial191;Video 26;P01;Fixation;905,52;499,39
5255539,43;16:55:03:233;Trial191;Video 26;P01;Fixation;887,65;539,97
5255556,08;16:55:03:249;Trial191;Video 26;P01;Fixation;909,75;500,88
5255572,82;16:55:03:266;Trial191;Video 26;P01;Fixation;881,45;496,64
5255589,42;16:55:03:283;Trial191;Video 26;P01;Fixation;901,16;504,99
5255606,08;16:55:03:299;Trial191;Video 26;P01;Fixation;887,76;519,27
5255622,72;16:55:03:316;Trial191;Video 26;P01;Fixation;916,49;502,54
5255639,4;16:55:03:333;Trial191;Video 26;P01;Fixation;910,36;512,85
5255656,04;16:55:03:349;Trial191;Video 26;P01;Fixation;904,89;522,99
5255672,69;16:55:03:366;Trial191;Video 26;P01;Fixation;919,60;507,36
5255689,42;16:55:03:383;Trial191;Video 26;P01;Fixation;911,97;535,51
5255706,09;16:55:03:399;Trial191;Video 26;P01;Fixation;911,33;510,18
5255722,73;16:55:03:416;Trial191;Video 26;P01;Fixation;912,97;513,38
5255739,35;16:55:03:433;Trial191;Video 26;P01;Fixation;908,21;534,16
5255756,02;16:55:03:449;Trial191;Video 26;P01;Fixation;914,52;538,23
5255772,67;16:55:03:466;Trial191;Video 26;P01;Fixation;921,80;519,40
5255789,4;16:55:03:483;Trial191;Video 26;P01;Fixation;919,71;514,15
5255805,99;16:55:03:499;Trial191;Video 26;P01;Fixation;924,13;501,86
5255822,68;16:55:03:516;Trial191;Video 26;P01;Fixation;924,96;524,51
5255839,32;16:55:03:533;Trial191;Video 26;P01;Fixation;920,40;531,71
5255855,97;16:55:03:549;Trial191;Video 26;P01;Fixation;924,42;497,64
5255872,65;16:55:03:566;Trial191;Video 26;P01;Saccade;929,44;504,33
5255889,31;16:55:03:583;Trial191;Video 26;P01;Fixation;932,90;485,76
5255905,94;16:55:03:599;Trial191;Video 26;P01;Fixation;943,76;495,26
5255922,72;16:55:03:616;Trial191;Video 26;P01;Fixation;946,58;480,24
5255939,27;16:55:03:633;Trial191;Video 26;P01;Fixation;953,75;502,03
5255955,92;16:55:03:649;Trial191;Video 26;P01;Fixation;951,57;508,36
5255972,62;16:55:03:666;Trial191;Video 26;P01;Fixation;958,70;492,82
5255989,32;16:55:03:683;Trial191;Video 26;P01;Fixation;954,33;487,36
5256005,93;16:55:03:699;Trial191;Video 26;P01;Fixation;963,80;502,97
5256022,62;16:55:03:716;Trial191;Video 26;P01;Fixation;965,00;491,78
5256039,25;16:55:03:733;Trial191;Video 26;P01;Fixation;961,13;502,52
5256055,89;16:55:03:749;Trial191;Video 26;P01;Fixation;964,77;484,79
5256072,56;16:55:03:766;Trial191;Video 26;P01;Fixation;972,18;475,12
5256089,23;16:55:03:783;Trial191;Video 26;P01;Fixation;969,37;465,83
5256105,87;16:55:03:799;Trial191;Video 26;P01;Fixation;975,74;483,05
5256122,59;16:55:03:816;Trial191;Video 26;P01;Fixation;967,96;474,55
5256139,2;16:55:03:833;Trial191;Video 26;P01;Fixation;976,50;464,92
5256155,85;16:55:03:849;Trial191;Video 26;P01;Fixation;970,87;478,08
5256172,53;16:55:03:866;Trial191;Video 26;P01;Saccade;981,47;459,97
5256189,19;16:55:03:883;Trial191;Video 26;P01;Fixation;988,66;473,70
5256205,84;16:55:03:899;Trial191;Video 26;P01;Fixation;986,89;478,42
5256222,5;16:55:03:916;Trial191;Video 26;P01;Fixation;982,67;508,71
5256239,18;16:55:03:932;Trial191;Video 26;P01;Fixation;987,08;464,35
5256255,83;16:55:03:949;Trial191;Video 26;P01;Fixation;986,61;475,83
5256272,48;16:55:03:966;Trial191;Video 26;P01;Fixation;995,30;471,85
5256289,15;16:55:03:982;Trial191;Video 26;P01;Fixation;993,26;473,74
5256305,8;16:55:03:999;Trial191;Video 26;P01;Fixation;996,95;491,60
5256322,59;16:55:04:016;Trial191;Video 26;P01;Saccade;998,76;513,04
5256339,13;16:55:04:032;Trial191;Video 26;P01;Fixation;999,10;697,76
5256355,79;16:55:04:049;Trial191;Video 26;P01;Fixation;1000,29;671,82
5256372,46;16:55:04:066;Trial191;Video 26;P01;Fixation;994,65;691,65
5256389,11;16:55:04:082;Trial191;Video 26;P01;Fixation;990,92;694,71
5256405,76;16:55:04:099;Trial191;Video 26;P01;Fixation;995,32;690,90
5256422,47;16:55:04:116;Trial191;Video 26;P01;Fixation;997,47;687,78
5256439,12;16:55:04:132;Trial191;Video 26;P01;Fixation;1003,85;683,41
5256455,74;16:55:04:149;Trial191;Video 26;P01;Fixation;1021,54;680,73
5256472,41;16:55:04:166;Trial191;Video 26;P01;Fixation;1032,11;683,99
5256489,07;16:55:04:182;Trial191;Video 26;P01;Fixation;1022,75;686,68
5256505,78;16:55:04:199;Trial191;Video 26;P01;Fixation;1024,84;691,25
5256522,46;16:55:04:216;Trial191;Video 26;P01;Fixation;1039,72;683,74
5256539,05;16:55:04:232;Trial191;Video 26;P01;Fixation;1053,79;684,95
5256555,77;16:55:04:249;Trial191;Video 26;P01;Fixation;1039,98;683,20
5256572,37;16:55:04:266;Trial191;Video 26;P01;Fixation;1038,62;683,87
5256589,03;16:55:04:282;Trial191;Video 26;P01;Saccade;1039,68;668,14
5256605,7;16:55:04:299;Trial191;Video 26;P01;Fixation;1048,41;475,48
5256622,36;16:55:04:316;Trial191;Video 26;P01;Fixation;1056,90;495,22
5256639,02;16:55:04:332;Trial191;Video 26;P01;Fixation;1053,90;514,73
5256655,66;16:55:04:349;Trial191;Video 26;P01;Fixation;1053,12;501,21
5256672,33;16:55:04:366;Trial191;Video 26;P01;Fixation;1057,83;512,99
5256689;16:55:04:382;Trial191;Video 26;P01;Fixation;1046,45;514,55
5256705,64;16:55:04:399;Trial191;Video 26;P01;Fixation;1052,97;512,86
5256722,78;16:55:04:416;Trial191;Video 26;P01;Fixation;1062,85;504,33
5256739,02;16:55:04:432;Trial191;Video 26;P01;Fixation;1065,88;515,78
5256755,63;16:55:04:449;Trial191;Video 26;P01;Fixation;1067,81;506,61
5256772,36;16:55:04:466;Trial191;Video 26;P01;Fixation;1059,80;495,09
5256788,96;16:55:04:482;Trial191;Video 26;P01;Fixation;1066,05;482,85
5256805,61;16:55:04:499;Trial191;Video 26;P01;Fixation;1065,78;500,65
5256822,31;16:55:04:516;Trial191;Video 26;P01;Fixation;1062,34;506,15
5256838,95;16:55:04:532;Trial191;Video 26;P01;Fixation;1070,82;487,32
5256855,58;16:55:04:549;Trial191;Video 26;P01;Fixation;1076,93;498,95
5256872,24;16:55:04:566;Trial191;Video 26;P01;Fixation;1084,08;482,68
5256888,92;16:55:04:582;Trial191;Video 26;P01;Fixation;1069,54;485,72
5256905,57;16:55:04:599;Trial191;Video 26;P01;Fixation;1089,48;490,54
5256922,24;16:55:04:616;Trial191;Video 26;P01;Fixation;1096,51;486,44
5256938,9;16:55:04:632;Trial191;Video 26;P01;Saccade;1084,41;472,49
5256955,55;16:55:04:649;Trial191;Video 26;P01;Fixation;1117,37;476,83
5256972,22;16:55:04:666;Trial191;Video 26;P01;Fixation;1094,08;468,25
5256988,88;16:55:04:682;Trial191;Video 26;P01;Fixation;1099,08;488,83
5257005,53;16:55:04:699;Trial191;Video 26;P01;Fixation;1106,25;471,39
5257022,2;16:55:04:716;Trial191;Video 26;P01;Fixation;1103,65;472,79
5257038,88;16:55:04:732;Trial191;Video 26;P01;Fixation;1109,90;472,36
5257055,51;16:55:04:749;Trial191;Video 26;P01;Fixation;1106,83;470,90
5257072,24;16:55:04:766;Trial191;Video 26;P01;Fixation;1113,23;465,14
5257088,85;16:55:04:782;Trial191;Video 26;P01;Fixation;1113,83;463,06
5257105,49;16:55:04:799;Trial191;Video 26;P01;Fixation;1116,34;456,04
5257122,24;16:55:04:816;Trial191;Video 26;P01;Fixation;1116,39;466,75
5257138,82;16:55:04:832;Trial191;Video 26;P01;Fixation;1116,19;466,29
5257155,47;16:55:04:849;Trial191;Video 26;P01;Fixation;1119,82;464,98
5257172,15;16:55:04:865;Trial191;Video 26;P01;Fixation;1120,55;449,76
5257188,8;16:55:04:882;Trial191;Video 26;P01;Fixation;1119,16;445,68
5257205,45;16:55:04:899;Trial191;Video 26;P01;Fixation;1124,58;462,26
5257222,13;16:55:04:915;Trial191;Video 26;P01;Fixation;1126,28;445,39
5257238,85;16:55:04:932;Trial191;Video 26;P01;Fixation;1133,17;449,86
5257255,43;16:55:04:949;Trial191;Video 26;P01;Fixation;1129,79;451,03
5257272,09;16:55:04:965;Trial191;Video 26;P01;Fixation;1135,64;436,89
5257288,81;16:55:04:982;Trial191;Video 26;P01;Fixation;1135,37;441,35
5257305,41;16:55:04:999;Trial191;Video 26;P01;Fixation;1134,27;454,23
5257322,1;16:55:05:015;Trial191;Video 26;P01;Fixation;1138,60;443,29
5257338,73;16:55:05:032;Trial191;Video 26;P01;Saccade;1135,24;452,18
5257355,39;16:55:05:049;Trial191;Video 26;P01;Fixation;1142,55;449,90
5257372,06;16:55:05:065;Trial191;Video 26;P01;Fixation;1139,86;458,06
5257388,72;16:55:05:082;Trial191;Video 26;P01;Fixation;1144,52;448,61
5257405,37;16:55:05:099;Trial191;Video 26;P01;Fixation;1144,82;448,22
5257422,04;16:55:05:115;Trial191;Video 26;P01;Fixation;1144,85;449,03
5257438,71;16:55:05:132;Trial191;Video 26;P01;Fixation;1148,39;452,83
5257455,42;16:55:05:149;Trial191;Video 26;P01;Fixation;1151,42;461,90
5257472,03;16:55:05:165;Trial191;Video 26;P01;Fixation;1146,20;461,37
5257488,69;16:55:05:182;Trial191;Video 26;P01;Fixation;1153,81;457,23
5257505,33;16:55:05:199;Trial191;Video 26;P01;Fixation;1152,63;457,55
5257522,09;16:55:05:215;Trial191;Video 26;P01;Fixation;1161,18;458,49
5257538,73;16:55:05:232;Trial191;Video 26;P01;Fixation;1157,77;455,40
5257555,33;16:55:05:249;Trial191;Video 26;P01;Fixation;1164,32;461,36
5257571,99;16:55:05:265;Trial191;Video 26;P01;Fixation;1169,69;460,91
5257588,64;16:55:05:282;Trial191;Video 26;P01;Fixation;1168,67;465,70
5257605,3;16:55:05:299;Trial191;Video 26;P01;Fixation;1170,82;462,86
5257621,98;16:55:05:315;Trial191;Video 26;P01;Fixation;1183,46;464,59
5257638,76;16:55:05:332;Trial191;Video 26;P01;Fixation;1176,22;462,35
5257655,28;16:55:05:349;Trial191;Video 26;P01;Fixation;1184,36;470,91
5257671,94;16:55:05:365;Trial191;Video 26;P01;Fixation;1186,96;470,01
5257688,6;16:55:05:382;Trial191;Video 26;P01;Fixation;1188,90;468,88
5257705,29;16:55:05:399;Trial191;Video 26;P01;Fixation;1195,11;465,30
5257721,94;16:55:05:415;Trial191;Video 26;P01;Fixation;1202,01;476,76
5257738,58;16:55:05:432;Trial191;Video 26;P01;Saccade;1208,96;471,69
5257755,26;16:55:05:449;Trial191;Video 26;P01;Saccade;1213,45;469,95
5257771,91;16:55:05:465;Trial191;Video 26;P01;Saccade;1194,65;471,45
5257788,6;16:55:05:482;Trial191;Video 26;P01;Saccade;1212,32;470,05
5257805,23;16:55:05:499;Trial191;Video 26;P01;Saccade;1229,86;474,24
5257821,89;16:55:05:515;Trial191;Video 26;P01;Saccade;1218,71;480,40
5257838,55;16:55:05:532;Trial191;Video 26;P01;Fixation;1223,98;662,86
5257855,2;16:55:05:549;Trial191;Video 26;P01;Fixation;1222,66;685,86
5257871,87;16:55:05:565;Trial191;Video 26;P01;Fixation;1217,73;684,05
5257888,54;16:55:05:582;Trial191;Video 26;P01;Fixation;1202,68;697,03
5257905,18;16:55:05:598;Trial191;Video 26;P01;Fixation;1204,79;690,06
5257921,87;16:55:05:615;Trial191;Video 26;P01;Fixation;1223,81;687,90
5257938,5;16:55:05:632;Trial191;Video 26;P01;Fixation;1211,27;694,97
5257955,16;16:55:05:648;Trial191;Video 26;P01;Fixation;1226,62;689,36
5257971,84;16:55:05:665;Trial191;Video 26;P01;Fixation;1227,17;694,26
5257988,51;16:55:05:682;Trial191;Video 26;P01;Fixation;1223,53;691,04
5258005,15;16:55:05:698;Trial191;Video 26;P01;Fixation;1221,63;691,21
5258021,83;16:55:05:715;Trial191;Video 26;P01;Fixation;1210,27;691,23
5258038,91;16:55:05:732;Trial191;Video 26;P01;Fixation;1220,58;692,24
5258055,12;16:55:05:748;Trial191;Video 26;P01;Fixation;1229,35;689,44
5258071,78;16:55:05:765;Trial191;Video 26;P01;Fixation;1224,84;689,54
5258088,52;16:55:05:782;Trial191;Video 26;P01;Fixation;1233,80;684,90
5258105,1;16:55:05:798;Trial191;Video 26;P01;Fixation;1251,13;680,29
5258121,77;16:55:05:815;Trial191;Video 26;P01;Fixation;1242,98;681,01
5258138,43;16:55:05:832;Trial191;Video 26;P01;Fixation;1243,08;681,78
5258155,08;16:55:05:848;Trial191;Video 26;P01;Fixation;1261,48;669,86
5258171,84;16:55:05:865;Trial191;Video 26;P01;Fixation;1245,04;677,53
5258188,52;16:55:05:882;Trial191;Video 26;P01;Fixation;1249,05;678,32
5258205,1;16:55:05:898;Trial191;Video 26;P01;Fixation;1250,71;675,50
5258221,75;16:55:05:915;Trial191;Video 26;P01;Fixation;1252,34;680,17
5258238,56;16:55:05:932;Trial191;Video 26;P01;Fixation;1256,99;684,85
5258255,12;16:55:05:948;Trial191;Video 26;P01;Fixation;1255,97;689,84
5258271,73;16:55:05:965;Trial191;Video 26;P01;Fixation;1262,34;686,31
5258288,4;16:55:05:982;Trial191;Video 26;P01;Fixation;1258,42;684,49
5258305,02;16:55:05:998;Trial191;Video 26;P01;Fixation;1254,06;691,41
5258321,71;16:55:06:015;Trial191;Video 26;P01;Saccade;1259,04;690,63
5258338,42;16:55:06:032;Trial191;Video 26;P01;Saccade;1257,96;609,19
5258355,01;16:55:06:048;Trial191;Video 26;P01;Saccade;1255,88;424,19
5258371,7;16:55:06:065;Trial191;Video 26;P01;Fixation;1257,53;524,69
5258388,34;16:55:06:082;Trial191;Video 26;P01;Fixation;1259,42;518,05
5258405,05;16:55:06:098;Trial191;Video 26;P01;Fixation;1262,75;490,37
5258421,68;16:55:06:115;Trial191;Video 26;P01;Fixation;1260,97;501,09
5258438,45;16:55:06:132;Trial191;Video 26;P01;Fixation;1274,55;467,10
5258454,96;16:55:06:148;Trial191;Video 26;P01;Saccade;1284,40;460,45
5258471,62;16:55:06:165;Trial191;Video 26;P01;Fixation;1299,15;468,49
5258488,29;16:55:06:182;Trial191;Video 26;P01;Fixation;1271,64;460,47
5258505,02;16:55:06:198;Trial191;Video 26;P01;Fixation;1299,46;480,01
