RecordingTime [ms];Time of Day [h:m:s:ms];Trial;Stimulus;Participant;Category Right;Point of Regard Right X [px];Point of Regard Right Y [px]
22094278,68;14:43:14:424;Trial173;Video 26;P08;Fixation;687,34;500,01
22094295,33;14:43:14:441;Trial173;Video 26;P08;Fixation;708,08;459,31
22094311,98;14:43:14:457;Trial173;Video 26;P08;Fixation;707,96;483,31
22094328,69;14:43:14:474;Trial173;Video 26;P08;Fixation;724,14;449,18
22094345,36;14:43:14:491;Trial173;Video 26;P08;Fixation;723,20;446,93
22094362,06;14:43:14:507;Trial173;Video 26;P08;Fixation;726,28;448,50
22094378,7;14:43:14:524;Trial173;Video 26;P08;Fixation;731,63;456,22
22094395,34;14:43:14:541;Trial173;Video 26;P08;Fixation;734,07;459,25
22094412,01;14:43:14:557;Trial173;Video 26;P08;Saccade;734,08;459,26
22094428,67;14:43:14:574;Trial173;Video 26;P08;Fixation;734,87;447,18
22094445,31;14:43:14:591;Trial173;Video 26;P08;Fixation;737,31;456,01
22094461,97;14:43:14:607;Trial173;Video 26;P08;Fixation;739,63;450,11
22094478,64;14:43:14:624;Trial173;Video 26;P08;Fixation;742,35;456,74
22094495,3;14:43:14:641;Trial173;Video 26;P08;Fixation;745,39;452,18
22094512,36;14:43:14:658;Trial173;Video 26;P08;Fixation;745,48;450,93
22094528,6;14:43:14:674;Trial173;Video 26;P08;Fixation;747,12;446,74
22094545,27;14:43:14:691;Trial173;Video 26;P08;Fixation;749,13;443,37
22094561,92;14:43:14:707;Trial173;Video 26;P08;Fixation;750,89;451,77
22094578,62;14:43:14:724;Trial173;Video 26;P08;Fixation;751,23;448,41
22094595,24;14:43:14:741;Trial173;Video 26;P08;Fixation;751,96;442,14
22094611,9;14:43:14:757;Trial173;Video 26;P08;Fixation;754,87;446,06
22094628,59;14:43:14:774;Trial173;Video 26;P08;Saccade;797,63;448,74
22094645,23;14:43:14:791;Trial173;Video 26;P08;Fixation;1003,27;441,04
22094661,84;14:43:14:807;Trial173;Video 26;P08;Fixation;953,68;446,64
22094678,56;14:43:14:824;Trial173;Video 26;P08;Fixation;940,06;441,77
22094695,18;14:43:14:841;Trial173;Video 26;P08;Fixation;940,65;440,10
22094711,86;14:43:14:857;Trial173;Video 26;P08;Fixation;958,34;436,97
22094728,47;14:43:14:874;Trial173;Video 26;P08;Fixation;949,43;438,76
22094745,26;14:43:14:891;Trial173;Video 26;P08;Fixation;956,72;444,92
22094761,84;14:43:14:907;Trial173;Video 26;P08;Fixation;957,34;436,82
22094778,62;14:43:14:924;Trial173;Video 26;P08;Saccade;953,34;443,34
22094795,13;14:43:14:941;Trial173;Video 26;P08;Fixation;786,69;457,11
22094811,78;14:43:14:957;Trial173;Video 26;P08;Fixation;813,95;454,80
22094828,5;14:43:14:974;Trial173;Video 26;P08;Fixation;850,20;450,21
22094845,16;14:43:14:991;Trial173;Video 26;P08;Fixation;824,16;462,13
22094861,88;14:43:15:007;Trial173;Video 26;P08;Fixation;840,52;469,90
22094878,49;14:43:15:024;Trial173;Video 26;P08;Fixation;837,26;472,34
22094895,16;14:43:15:041;Trial173;Video 26;P08;Fixation;839,74;466,73
22094911,89;14:43:15:057;Trial173;Video 26;P08;Fixation;840,59;474,88
22094928,45;14:43:15:074;Trial173;Video 26;P08;Fixation;835,54;472,66
22094945,12;14:43:15:090;Trial173;Video 26;P08;Fixation;833,38;466,84
22094961,78;14:43:15:107;Trial173;Video 26;P08;Fixation;840,13;472,68
22094978,51;14:43:15:124;Trial173;Video 26;P08;Fixation;836,72;469,12
22094995,1;14:43:15:140;Trial173;Video 26;P08;Fixation;840,40;471,64
22095011,75;14:43:15:157;Trial173;Video 26;P08;Fixation;839,43;476,25
22095028,44;14:43:15:174;Trial173;Video 26;P08;Fixation;841,78;466,57
22095045,06;14:43:15:190;Trial173;Video 26;P08;Saccade;842,02;474,84
22095061,8;14:43:15:207;Trial173;Video 26;P08;Fixation;841,75;674,35
22095078,38;14:43:15:224;Trial173;Video 26;P08;Fixation;845,51;726,03
22095095,08;14:43:15:240;Trial173;Video 26;P08;Fixation;844,52;678,89
22095111,76;14:43:15:257;Trial173;Video 26;P08;Fixation;848,94;685,64
22095128,38;14:43:15:274;Trial173;Video 26;P08;Fixation;849,81;684,85
22095145,06;14:43:15:290;Trial173;Video 26;P08;Fixation;852,07;687,06
22095161,69;14:43:15:307;Trial173;Video 26;P08;Fixation;852,09;693,44
22095178,4;14:43:15:324;Trial173;Video 26;P08;Fixation;858,27;683,89
22095194,97;14:43:15:340;Trial173;Video 26;P08;Fixation;856,65;691,29
22095211,64;14:43:15:357;Trial173;Video 26;P08;Fixation;854,38;691,79
22095228,37;14:43:15:374;Trial173;Video 26;P08;Fixation;857,52;692,44
22095244,94;14:43:15:390;Trial173;Video 26;P08;Fixation;856,60;698,62
22095261,67;14:43:15:407;Trial173;Video 26;P08;Fixation;858,32;684,39
22095278,28;14:43:15:424;Trial173;Video 26;P08;Fixation;860,95;691,75
22095295;14:43:15:440;Trial173;Video 26;P08;Fixation;862,85;690,05
22095311,66;14:43:15:457;Trial173;Video 26;P08;Fixation;864,26;690,09
22095328,23;14:43:15:474;Trial173;Video 26;P08;Fixation;864,63;694,82
22095344,97;14:43:15:490;Trial173;Video 26;P08;Fixation;861,21;693,54
22095361,59;14:43:15:507;Trial173;Video 26;P08;Fixation;875,63;694,96
22095378,32;14:43:15:524;Trial173;Video 26;P08;Fixation;870,32;693,69
22095394,89;14:43:15:540;Trial173;Video 26;P08;Fixation;874,80;689,90
22095411,56;14:43:15:557;Trial173;Video 26;P08;Fixation;875,67;690,92
22095428,22;14:43:15:574;Trial173;Video 26;P08;Fixation;880,06;690,94
22095444,86;14:43:15:590;Trial173;Video 26;P08;Fixation;883,19;689,21
22095461,73;14:43:15:607;Trial173;Video 26;P08;Fixation;885,06;691,27
22095478,18;14:43:15:624;Trial173;Video 26;P08;Fixation;888,27;691,95
22095494,87;14:43:15:640;Trial173;Video 26;P08;Fixation;886,69;694,94
22095511,51;14:43:15:657;Trial173;Video 26;P08;Fixation;889,38;693,55
22095528,17;14:43:15:674;Trial173;Video 26;P08;Saccade;889,28;691,75
22095544,83;14:43:15:690;Trial173;Video 26;P08;Fixation;890,35;691,96
22095561,5;14:43:15:707;Trial173;Video 26;P08;Fixation;889,41;688,95
22095578,18;14:43:15:724;Trial173;Video 26;P08;Fixation;893,87;684,61
22095594,8;14:43:15:740;Trial173;Video 26;P08;Fixation;892,87;688,83
22095611,49;14:43:15:757;Trial173;Video 26;P08;Fixation;895,37;693,69
22095628,14;14:43:15:774;Trial173;Video 26;P08;Fixation;896,96;681,82
22095644,79;14:43:15:790;Trial173;Video 26;P08;Fixation;904,61;691,88
22095661,53;14:43:15:807;Trial173;Video 26;P08;Fixation;910,54;707,64
22095678,12;14:43:15:823;Trial173;Video 26;P08;Fixation;927,44;692,45
22095694,83;14:43:15:840;Trial173;Video 26;P08;Fixation;925,31;692,94
22095711,45;14:43:15:857;Trial173;Video 26;P08;Fixation;931,16;698,33
22095728,08;14:43:15:873;Trial173;Video 26;P08;Fixation;936,61;704,72
22095744,77;14:43:15:890;Trial173;Video 26;P08;Fixation;940,37;707,21
22095761,4;14:43:15:907;Trial173;Video 26;P08;Fixation;952,54;712,16
22095778,14;14:43:15:924;Trial173;Video 26;P08;Fixation;946,51;712,41
22095794,73;14:43:15:940;Trial173;Video 26;P08;Fixation;954,60;709,35
22095811,4;14:43:15:957;Trial173;Video 26;P08;Fixation;955,12;709,59
22095828,06;14:43:15:973;Trial173;Video 26;P08;Fixation;953,65;712,85
22095844,71;14:43:15:990;Trial173;Video 26;P08;Saccade;958,12;706,33
22095861,39;14:43:16:007;Trial173;Video 26;P08;Fixation;960,62;709,14
22095878,04;14:43:16:023;Trial173;Video 26;P08;Fixation;959,73;708,53
22095895;14:43:16:040;Trial173;Video 26;P08;Fixation;963,48;709,59
22095911,42;14:43:16:057;Trial173;Video 26;P08;Fixation;965,56;708,02
22095928,05;14:43:16:073;Trial173;Video 26;P08;Fixation;966,35;708,11
22095944,67;14:43:16:090;Trial173;Video 26;P08;Fixation;967,21;709,37
22095961,35;14:43:16:107;Trial173;Video 26;P08;Fixation;968,08;707,90
22095978,09;14:43:16:123;Trial173;Video 26;P08;Fixation;967,27;708,47
22095994,69;14:43:16:140;Trial173;Video 26;P08;Fixation;964,87;694,12
22096011,33;14:43:16:157;Trial173;Video 26;P08;Fixation;964,63;701,84
22096027,99;14:43:16:173;Trial173;Video 26;P08;Fixation;964,59;694,10
22096044,64;14:43:16:190;Trial173;Video 26;P08;Fixation;967,57;690,60
22096061,31;14:43:16:207;Trial173;Video 26;P08;Fixation;963,93;685,01
22096077,96;14:43:16:223;Trial173;Video 26;P08;Fixation;967,60;672,16
22096094,65;14:43:16:240;Trial173;Video 26;P08;Fixation;972,51;685,66
22096111,29;14:43:16:257;Trial173;Video 26;P08;Fixation;975,20;676,65
22096127,93;14:43:16:273;Trial173;Video 26;P08;Fixation;979,34;677,29
22096144,6;14:43:16:290;Trial173;Video 26;P08;Fixation;983,13;670,92
22096161,25;14:43:16:307;Trial173;Video 26;P08;Fixation;982,65;662,86
22096178,05;14:43:16:323;Trial173;Video 26;P08;Fixation;987,77;667,96
22096194,58;14:43:16:340;Trial173;Video 26;P08;Fixation;988,95;664,64
22096211,24;14:43:16:357;Trial173;Video 26;P08;Fixation;989,94;664,09
22096227,9;14:43:16:373;Trial173;Video 26;P08;Fixation;987,98;662,84
22096244,57;14:43:16:390;Trial173;Video 26;P08;Fixation;991,71;666,29
22096261,26;14:43:16:407;Trial173;Video 26;P08;Fixation;995,92;665,85
22096277,89;14:43:16:423;Trial173;Video 26;P08;Fixation;997,33;664,50
22096294,63;14:43:16:440;Trial173;Video 26;P08;Fixation;995,69;666,48
22096311,22;14:43:16:457;Trial173;Video 26;P08;Fixation;995,81;669,44
22096327,86;14:43:16:473;Trial173;Video 26;P08;Fixation;1001,27;670,35
22096344,57;14:43:16:490;Trial173;Video 26;P08;Fixation;1005,58;666,96
22096361,2;14:43:16:507;Trial173;Video 26;P08;Fixation;1004,57;667,89
22096377,87;14:43:16:523;Trial173;Video 26;P08;Saccade;1011,74;668,73
22096394,52;14:43:16:540;Trial173;Video 26;P08;Saccade;1014,08;671,34
22096411,17;14:43:16:557;Trial173;Video 26;P08;Saccade;1009,52;671,06
22096427,83;14:43:16:573;Trial173;Video 26;P08;Saccade;1014,62;666,64
22096444,48;14:43:16:590;Trial173;Video 26;P08;Saccade;1018,53;666,62
22096461,23;14:43:16:607;Trial173;Video 26;P08;Fixation;1025,80;538,74
22096477,8;14:43:16:623;Trial173;Video 26;P08;Fixation;1023,54;515,11
22096494,65;14:43:16:640;Trial173;Video 26;P08;Fixation;1024,84;524,06
22096511,21;14:43:16:657;Trial173;Video 26;P08;Fixation;1028,40;517,61
22096527,78;14:43:16:673;Trial173;Video 26;P08;Fixation;1028,83;522,21
22096544,44;14:43:16:690;Trial173;Video 26;P08;Fixation;1031,15;524,52
22096561,1;14:43:16:706;Trial173;Video 26;P08;Fixation;1030,60;534,98
22096577,78;14:43:16:723;Trial173;Video 26;P08;Fixation;1031,41;527,99
22096594,42;14:43:16:740;Trial173;Video 26;P08;Fixation;1031,42;531,41
22096611,08;14:43:16:756;Trial173;Video 26;P08;Fixation;1032,33;524,86
22096627,74;14:43:16:773;Trial173;Video 26;P08;Fixation;1033,43;524,21
22096644,44;14:43:16:790;Trial173;Video 26;P08;Fixation;1033,65;524,27
22096661,07;14:43:16:806;Trial173;Video 26;P08;Fixation;1034,42;526,78
22096677,75;14:43:16:823;Trial173;Video 26;P08;Fixation;1037,48;522,38
22096694,49;14:43:16:840;Trial173;Video 26;P08;Fixation;1044,52;474,15
22096711,05;14:43:16:856;Trial173;Video 26;P08;Fixation;1046,16;493,91
22096727,71;14:43:16:873;Trial173;Video 26;P08;Saccade;1051,92;496,41
22096744,36;14:43:16:890;Trial173;Video 26;P08;Fixation;1056,56;471,54
22096761,06;14:43:16:906;Trial173;Video 26;P08;Fixation;1062,41;477,43
22096777,77;14:43:16:923;Trial173;Video 26;P08;Fixation;1061,38;469,22
22096794,34;14:43:16:940;Trial173;Video 26;P08;Fixation;1066,24;473,52
22096811,01;14:43:16:956;Trial173;Video 26;P08;Fixation;1067,80;460,64
22096827,68;14:43:16:973;Trial173;Video 26;P08;Saccade;1069,54;522,99
22096844,32;14:43:16:990;Trial173;Video 26;P08;Fixation;1069,57;750,58
22096861,01;14:43:17:006;Trial173;Video 26;P08;Fixation;1072,22;721,88
22096877,68;14:43:17:023;Trial173;Video 26;P08;Fixation;1073,14;722,00
22096894,37;14:43:17:040;Trial173;Video 26;P08;Fixation;1076,20;729,32
22096910,99;14:43:17:056;Trial173;Video 26;P08;Fixation;1077,87;734,97
22096927,66;14:43:17:073;Trial173;Video 26;P08;Fixation;1077,96;731,78
22096944,28;14:43:17:090;Trial173;Video 26;P08;Fixation;1078,40;735,39
22096960,96;14:43:17:106;Trial173;Video 26;P08;Fixation;1079,86;735,47
22096977,7;14:43:17:123;Trial173;Video 26;P08;Fixation;1081,52;733,36
22096994,28;14:43:17:140;Trial173;Video 26;P08;Fixation;1080,84;736,49
22097010,93;14:43:17:156;Trial173;Video 26;P08;Fixation;1085,13;737,27
22097027,61;14:43:17:173;Trial173;Video 26;P08;Fixation;1084,54;743,60
22097044,25;14:43:17:190;Trial173;Video 26;P08;Fixation;1085,66;736,45
22097060,93;14:43:17:206;Trial173;Video 26;P08;Fixation;1085,64;741,13
22097077,57;14:43:17:223;Trial173;Video 26;P08;Fixation;1083,58;744,91
22097094,27;14:43:17:240;Trial173;Video 26;P08;Fixation;1082,97;739,74
22097110,9;14:43:17:256;Trial173;Video 26;P08;Fixation;1084,27;741,86
22097127,55;14:43:17:273;Trial173;Video 26;P08;Fixation;1085,62;740,16
22097144,22;14:43:17:290;Trial173;Video 26;P08;Saccade;1086,88;737,69
22097160,94;14:43:17:306;Trial173;Video 26;P08;Fixation;1208,79;742,45
22097177,6;14:43:17:323;Trial173;Video 26;P08;Fixation;1190,33;738,39
22097194,25;14:43:17:340;Trial173;Video 26;P08;Fixation;1151,91;741,49
22097210,87;14:43:17:356;Trial173;Video 26;P08;Fixation;1163,73;744,41
22097227,52;14:43:17:373;Trial173;Video 26;P08;Fixation;1170,17;740,49
22097244,17;14:43:17:390;Trial173;Video 26;P08;Fixation;1164,68;743,10
22097260,86;14:43:17:406;Trial173;Video 26;P08;Fixation;1161,58;743,91
22097277,5;14:43:17:423;Trial173;Video 26;P08;Fixation;1171,30;741,75
22097294,23;14:43:17:440;Trial173;Video 26;P08;Fixation;1170,43;740,78
22097310,83;14:43:17:456;Trial173;Video 26;P08;Fixation;1161,77;745,24
22097327,54;14:43:17:473;Trial173;Video 26;P08;Fixation;1173,47;741,57
22097344,13;14:43:17:490;Trial173;Video 26;P08;Fixation;1169,89;741,38
22097360,78;14:43:17:506;Trial173;Video 26;P08;Fixation;1164,61;744,69
22097377,61;14:43:17:523;Trial173;Video 26;P08;Fixation;1163,25;744,09
22097394,11;14:43:17:539;Trial173;Video 26;P08;Fixation;1166,28;740,86
22097410,79;14:43:17:556;Trial173;Video 26;P08;Fixation;1165,39;744,55
22097427,48;14:43:17:573;Trial173;Video 26;P08;Fixation;1168,28;742,31
22097444,1;14:43:17:589;Trial173;Video 26;P08;Fixation;1167,83;742,42
22097460,78;14:43:17:606;Trial173;Video 26;P08;Fixation;1167,88;738,61
22097477,43;14:43:17:623;Trial173;Video 26;P08;Fixation;1170,59;743,38
22097494,14;14:43:17:640;Trial173;Video 26;P08;Fixation;1168,85;741,91
22097510,82;14:43:17:656;Trial173;Video 26;P08;Fixation;1167,49;745,79
22097527,42;14:43:17:673;Trial173;Video 26;P08;Fixation;1164,96;741,83
22097544,06;14:43:17:689;Trial173;Video 26;P08;Fixation;1167,24;742,17
22097560,73;14:43:17:706;Trial173;Video 26;P08;Fixation;1165,51;742,54
22097577,45;14:43:17:723;Trial173;Video 26;P08;Fixation;1167,35;738,38
22097594,05;14:43:17:739;Trial173;Video 26;P08;Fixation;1168,39;743,56
22097610,7;14:43:17:756;Trial173;Video 26;P08;Fixation;1167,23;743,26
22097627,37;14:43:17:773;Trial173;Video 26;P08;Fixation;1166,37;751,44
22097644,09;14:43:17:789;Trial173;Video 26;P08;Fixation;1202,17;742,19
22097660,77;14:43:17:806;Trial173;Video 26;P08;Fixation;1192,69;748,55
22097677,34;14:43:17:823;Trial173;Video 26;P08;Fixation;1207,82;748,38
22097694,04;14:43:17:839;Trial173;Video 26;P08;Fixation;1220,35;745,55
22097710,67;14:43:17:856;Trial173;Video 26;P08;Fixation;1220,44;741,20
22097727,32;14:43:17:873;Trial173;Video 26;P08;Fixation;1222,68;747,89
22097743,98;14:43:17:889;Trial173;Video 26;P08;Fixation;1214,92;747,08
22097760,63;14:43:17:906;Trial173;Video 26;P08;Fixation;1224,99;748,86
22097777,36;14:43:17:923;Trial173;Video 26;P08;Fixation;1227,70;747,90
22097793,96;14:43:17:939;Trial173;Video 26;P08;Fixation;1225,52;746,86
22097810,62;14:43:17:956;Trial173;Video 26;P08;Saccade;1230,20;745,69
22097827,29;14:43:17:973;Trial173;Video 26;P08;Saccade;1231,92;653,65
22097843,94;14:43:17:989;Trial173;Video 26;P08;Fixation;1236,56;455,65
22097860,69;14:43:18:006;Trial173;Video 26;P08;Fixation;1233,82;454,99
22097877,28;14:43:18:023;Trial173;Video 26;P08;Fixation;1237,55;459,80
22097893,93;14:43:18:039;Trial173;Video 26;P08;Fixation;1241,09;459,93
22097910,59;14:43:18:056;Trial173;Video 26;P08;Fixation;1245,76;458,75
22097927,25;14:43:18:073;Trial173;Video 26;P08;Fixation;1244,38;456,89
22097943,97;14:43:18:089;Trial173;Video 26;P08;Fixation;1248,50;458,91
22097960,71;14:43:18:106;Trial173;Video 26;P08;Fixation;1245,24;459,44
22097977,25;14:43:18:123;Trial173;Video 26;P08;Fixation;1247,58;460,14
22097993,89;14:43:18:139;Trial173;Video 26;P08;Fixation;1250,12;462,08
22098010,56;14:43:18:156;Trial173;Video 26;P08;Fixation;1252,37;459,60
22098027,26;14:43:18:173;Trial173;Video 26;P08;Fixation;1252,82;456,44
22098043,87;14:43:18:189;Trial173;Video 26;P08;Fixation;1255,22;455,62
22098060,55;14:43:18:206;Trial173;Video 26;P08;Fixation;1255,24;453,85
22098077,22;14:43:18:223;Trial173;Video 26;P08;Fixation;1259,24;452,45
22098093,96;14:43:18:239;Trial173;Video 26;P08;Fixation;1253,78;453,25
22098110,56;14:43:18:256;Trial173;Video 26;P08;Fixation;1259,45;451,68
22098127,17;14:43:18:273;Trial173;Video 26;P08;Fixation;1262,82;449,95
22098143,89;14:43:18:289;Trial173;Video 26;P08;Fixation;1260,43;449,65
22098160,55;14:43:18:306;Trial173;Video 26;P08;Fixation;1263,60;447,33
22098177,23;14:43:18:323;Trial173;Video 26;P08;Fixation;1264,82;443,98
22098193,83;14:43:18:339;Trial173;Video 26;P08;Fixation;1260,08;448,00
22098210,47;14:43:18:356;Trial173;Video 26;P08;Fixation;1264,97;450,04
22098227,3;14:43:18:373;Trial173;Video 26;P08;Fixation;1265,21;448,26
22098243,82;14:43:18:389;Trial173;Video 26;P08;Fixation;1268,34;448,70
22098260,48;14:43:18:406;Trial173;Video 26;P08;Fixation;1269,48;449,42
22098277,15;14:43:18:423;Trial173;Video 26;P08;Saccade;1270,77;451,45
22098293,88;14:43:18:439;Trial173;Video 26;P08;Fixation;1435,51;477,43
22098310,47;14:43:18:456;Trial173;Video 26;P08;Fixation;1447,66;512,16
22098327,1;14:43:18:472;Trial173;Video 26;P08;Fixation;1446,19;515,66
22098343,77;14:43:18:489;Trial173;Video 26;P08;Fixation;1441,98;521,63
22098360,43;14:43:18:506;Trial173;Video 26;P08;Fixation;1439,67;526,96
22098377,09;14:43:18:522;Trial173;Video 26;P08;Fixation;1438,96;521,62
22098393,79;14:43:18:539;Trial173;Video 26;P08;Fixation;1438,21;526,41
22098410,42;14:43:18:556;Trial173;Video 26;P08;Fixation;1439,48;528,31
22098427,07;14:43:18:572;Trial173;Video 26;P08;Fixation;1439,12;529,85
22098443,77;14:43:18:589;Trial173;Video 26;P08;Fixation;1441,10;532,93
22098460,39;14:43:18:606;Trial173;Video 26;P08;Fixation;1444,20;534,17
22098477,06;14:43:18:622;Trial173;Video 26;P08;Fixation;1444,14;534,74
22098493,72;14:43:18:639;Trial173;Video 26;P08;Fixation;1442,15;537,81
22098510,39;14:43:18:656;Trial173;Video 26;P08;Fixation;1444,04;538,10
22098527,03;14:43:18:672;Trial173;Video 26;P08;Fixation;1442,70;537,12
22098543,66;14:43:18:689;Trial173;Video 26;P08;Fixation;1443,76;538,71
22098560,33;14:43:18:706;Trial173;Video 26;P08;Fixation;1444,17;539,32
22098577,62;14:43:18:723;Trial173;Video 26;P08;Fixation;1443,50;540,09
22098593,94;14:43:18:739;Trial173;Video 26;P08;Fixation;1441,36;546,52
22098610,39;14:43:18:756;Trial173;Video 26;P08;Fixation;1444,43;543,03
22098627,01;14:43:18:772;Trial173;Video 26;P08;Fixation;1446,12;540,29
22098643,67;14:43:18:789;Trial173;Video 26;P08;Fixation;1439,67;541,87
22098660,34;14:43:18:806;Trial173;Video 26;P08;Fixation;1437,55;539,83
22098677,08;14:43:18:822;Trial173;Video 26;P08;Fixation;1431,49;535,17
22098693,62;14:43:18:839;Trial173;Video 26;P08;Fixation;1425,89;529,98
22098710,33;14:43:18:856;Trial173;Video 26;P08;Fixation;1422,76;529,32
22098727,05;14:43:18:872;Trial173;Video 26;P08;Fixation;1419,18;522,94
25695529,18;15:43:15:675;Trial053;Video 26;P09;Separator;-;-
25695533,68;15:43:15:680;Trial053;Video 26;P09;Fixation;983,77;550,97
25695550,65;15:43:15:696;Trial053;Video 26;P09;Fixation;990,39;552,05
25695567,02;15:43:15:713;Trial053;Video 26;P09;Fixation;987,35;556,86
25695583,7;15:43:15:730;Trial053;Video 26;P09;Fixation;990,72;539,50
25695600,36;15:43:15:746;Trial053;Video 26;P09;Fixation;989,10;549,33
25695617,04;15:43:15:763;Trial053;Video 26;P09;Fixation;993,01;551,60
25695633,7;15:43:15:780;Trial053;Video 26;P09;Fixation;994,95;549,85
25695650,41;15:43:15:796;Trial053;Video 26;P09;Fixation;994,44;550,99
25695666,98;15:43:15:813;Trial053;Video 26;P09;Fixation;997,71;538,86
25695683,66;15:43:15:829;Trial053;Video 26;P09;Fixation;995,82;546,69
25695700,31;15:43:15:846;Trial053;Video 26;P09;Fixation;996,07;539,84
25695717;15:43:15:863;Trial053;Video 26;P09;Fixation;997,86;533,82
25695733,63;15:43:15:879;Trial053;Video 26;P09;Fixation;998,74;530,83
25695750,41;15:43:15:896;Trial053;Video 26;P09;Fixation;999,32;533,26
25695767,05;15:43:15:913;Trial053;Video 26;P09;Fixation;997,84;533,76
25695783,62;15:43:15:929;Trial053;Video 26;P09;Saccade;964,03;536,45
25695800,26;15:43:15:946;Trial053;Video 26;P09;Saccade;680,63;526,61
25695816,94;15:43:15:963;Trial053;Video 26;P09;Fixation;517,92;515,56
25695833,6;15:43:15:979;Trial053;Video 26;P09;Fixation;530,43;507,29
25695850,27;15:43:15:996;Trial053;Video 26;P09;Fixation;530,94;517,00
25695866,93;15:43:16:013;Trial053;Video 26;P09;Fixation;531,93;512,69
25695883,58;15:43:16:029;Trial053;Video 26;P09;Fixation;521,99;489,40
25695900,23;15:43:16:046;Trial053;Video 26;P09;Fixation;509,74;505,51
25695916,93;15:43:16:063;Trial053;Video 26;P09;Fixation;519,70;494,32
25695933,54;15:43:16:079;Trial053;Video 26;P09;Fixation;520,46;490,59
25695950,28;15:43:16:096;Trial053;Video 26;P09;Fixation;510,57;491,79
25695966,86;15:43:16:113;Trial053;Video 26;P09;Fixation;521,75;489,61
25695983,54;15:43:16:129;Trial053;Video 26;P09;Fixation;516,58;490,69
25696000,19;15:43:16:146;Trial053;Video 26;P09;Fixation;512,16;496,34
25696016,87;15:43:16:163;Trial053;Video 26;P09;Fixation;524,62;490,72
25696033,55;15:43:16:179;Trial053;Video 26;P09;Fixation;521,60;485,44
25696050,2;15:43:16:196;Trial053;Video 26;P09;Fixation;527,23;480,52
25696066,83;15:43:16:213;Trial053;Video 26;P09;Fixation;538,58;473,79
25696083,5;15:43:16:229;Trial053;Video 26;P09;Fixation;526,51;473,50
25696100,16;15:43:16:246;Trial053;Video 26;P09;Fixation;524,53;472,12
25696116,84;15:43:16:263;Trial053;Video 26;P09;Fixation;527,61;462,95
25696133,46;15:43:16:279;Trial053;Video 26;P09;Fixation;537,73;466,58
25696150,32;15:43:16:296;Trial053;Video 26;P09;Fixation;540,05;466,98
25696166,81;15:43:16:313;Trial053;Video 26;P09;Fixation;548,41;465,09
25696183,46;15:43:16:329;Trial053;Video 26;P09;Fixation;549,28;459,19
25696200,11;15:43:16:346;Trial053;Video 26;P09;Saccade;549,76;458,89
25696216,8;15:43:16:363;Trial053;Video 26;P09;Saccade;551,16;455,74
25696233,5;15:43:16:379;Trial053;Video 26;P09;Saccade;553,78;456,09
25696250,11;15:43:16:396;Trial053;Video 26;P09;Saccade;553,25;462,41
25696266,75;15:43:16:413;Trial053;Video 26;P09;Saccade;556,67;462,08
25696283,43;15:43:16:429;Trial053;Video 26;P09;Saccade;555,52;517,92
25696300,1;15:43:16:446;Trial053;Video 26;P09;Fixation;559,37;664,25
25696316,79;15:43:16:463;Trial053;Video 26;P09;Fixation;557,67;713,34
25696333,38;15:43:16:479;Trial053;Video 26;P09;Fixation;561,17;726,75
25696350,19;15:43:16:496;Trial053;Video 26;P09;Fixation;560,64;733,41
25696366,71;15:43:16:513;Trial053;Video 26;P09;Fixation;567,87;750,33
25696383,39;15:43:16:529;Trial053;Video 26;P09;Fixation;569,91;747,10
25696400,05;15:43:16:546;Trial053;Video 26;P09;Fixation;570,82;744,84
25696416,71;15:43:16:563;Trial053;Video 26;P09;Saccade;570,58;735,32
25696433,38;15:43:16:579;Trial053;Video 26;P09;Fixation;576,03;734,84
25696450,04;15:43:16:596;Trial053;Video 26;P09;Fixation;577,54;726,76
25696466,67;15:43:16:612;Trial053;Video 26;P09;Fixation;577,38;757,35
25696483,35;15:43:16:629;Trial053;Video 26;P09;Fixation;582,81;729,35
25696500,01;15:43:16:646;Trial053;Video 26;P09;Fixation;580,26;724,03
25696516,7;15:43:16:663;Trial053;Video 26;P09;Fixation;575,44;741,29
25696533,3;15:43:16:679;Trial053;Video 26;P09;Fixation;579,22;717,37
25696550,15;15:43:16:696;Trial053;Video 26;P09;Fixation;581,48;720,17
25696566,63;15:43:16:712;Trial053;Video 26;P09;Saccade;582,03;726,31
25696583,31;15:43:16:729;Trial053;Video 26;P09;Saccade;634,67;882,75
25696600;15:43:16:746;Trial053;Video 26;P09;Saccade;607,47;833,88
25696616,64;15:43:16:762;Trial053;Video 26;P09;Saccade;655,03;796,81
25696633,28;15:43:16:779;Trial053;Video 26;P09;Saccade;680,74;867,32
25696649,98;15:43:16:796;Trial053;Video 26;P09;Saccade;602,06;805,83
25696666,6;15:43:16:812;Trial053;Video 26;P09;Fixation;632,55;853,08
25696683,28;15:43:16:829;Trial053;Video 26;P09;Fixation;635,94;778,50
25696699,92;15:43:16:846;Trial053;Video 26;P09;Fixation;637,86;813,78
25696716,62;15:43:16:862;Trial053;Video 26;P09;Fixation;639,10;837,72
25696733,23;15:43:16:879;Trial053;Video 26;P09;Fixation;646,23;803,46
25696749,95;15:43:16:896;Trial053;Video 26;P09;Fixation;641,24;803,60
25696766,55;15:43:16:912;Trial053;Video 26;P09;Fixation;643,00;814,49
