RecordingTime [ms];Time of Day [h:m:s:ms];Trial;Stimulus;Participant;Category Right;Point of Regard Right X [px];Point of Regard Right Y [px]
4522735,03;16:42:50:429;Trial026;Video 18;P01;Separator;-;-
4522737;16:42:50:431;Trial026;Video 18;P01;Fixation;935,13;597,61
4522753,73;16:42:50:448;Trial026;Video 18;P01;Fixation;928,97;590,2
4522770,26;16:42:50:464;Trial026;Video 18;P01;Fixation;936,81;589,56
4522786,82;16:42:50:481;Trial026;Video 18;P01;Fixation;940,74;589,14
4522803,47;16:42:50:497;Trial026;Video 18;P01;Fixation;938,3;591,41
4522820,21;16:42:50:514;Trial026;Video 18;P01;Fixation;934,29;592,67
4522836,79;16:42:50:531;Trial026;Video 18;P01;Fixation;938;596,29
4522853,6;16:42:50:548;Trial026;Video 18;P01;Fixation;925,25;598,3
4522870,11;16:42:50:564;Trial026;Video 18;P01;Fixation;929,39;589,98
4522886,76;16:42:50:581;Trial026;Video 18;P01;Fixation;943,03;589,72
4522903,44;16:42:50:597;Trial026;Video 18;P01;Fixation;934,59;600,44
4522920,07;16:42:50:614;Trial026;Video 18;P01;Fixation;938,84;594,45
4522936,82;16:42:50:631;Trial026;Video 18;P01;Saccade;948,6;594,16
4522953,42;16:42:50:647;Trial026;Video 18;P01;Saccade;1283,82;631,49
4522970,19;16:42:50:664;Trial026;Video 18;P01;Saccade;1380,28;635,29
4522986,72;16:42:50:681;Trial026;Video 18;P01;Saccade;1295,63;613,6
4523003,4;16:42:50:697;Trial026;Video 18;P01;Fixation;1351,84;640,48
4523020,33;16:42:50:714;Trial026;Video 18;P01;Fixation;1320,55;647,26
4523036,78;16:42:50:731;Trial026;Video 18;P01;Fixation;1328,28;655,01
4523053,57;16:42:50:748;Trial026;Video 18;P01;Fixation;1359;651,41
4523070,11;16:42:50:764;Trial026;Video 18;P01;Fixation;1326,26;658,45
4523086,72;16:42:50:781;Trial026;Video 18;P01;Fixation;1335,7;656,86
4523103,37;16:42:50:797;Trial026;Video 18;P01;Fixation;1326,42;651,24
4523120,01;16:42:50:814;Trial026;Video 18;P01;Saccade;1349,51;653,37
4523136,76;16:42:50:831;Trial026;Video 18;P01;Fixation;1420,77;653,74
4523153,35;16:42:50:847;Trial026;Video 18;P01;Fixation;1394,32;653,43
4523170,05;16:42:50:864;Trial026;Video 18;P01;Fixation;1384,82;653,99
4523186,67;16:42:50:881;Trial026;Video 18;P01;Fixation;1404,8;649,65
4523203,33;16:42:50:897;Trial026;Video 18;P01;Fixation;1378,2;645,81
4523220,06;16:42:50:914;Trial026;Video 18;P01;Fixation;1389,34;643,5
4523236,63;16:42:50:931;Trial026;Video 18;P01;Fixation;1397,95;641,54
4523253,46;16:42:50:947;Trial026;Video 18;P01;Fixation;1407,95;636,32
4523269,97;16:42:50:964;Trial026;Video 18;P01;Fixation;1406,7;633,51
4523286,62;16:42:50:981;Trial026;Video 18;P01;Fixation;1396,05;643,96
4523303,29;16:42:50:997;Trial026;Video 18;P01;Fixation;1405,27;634,79
4523319,92;16:42:51:014;Trial026;Video 18;P01;Fixation;1402,88;639,97
4523336,96;16:42:51:031;Trial026;Video 18;P01;Fixation;1408,05;641,32
4523353,25;16:42:51:047;Trial026;Video 18;P01;Fixation;1406,99;639,55
4523370,03;16:42:51:064;Trial026;Video 18;P01;Fixation;1421,29;635,39
4523386,6;16:42:51:081;Trial026;Video 18;P01;Fixation;1404,53;636,69
4523403,24;16:42:51:097;Trial026;Video 18;P01;Fixation;1414,25;631,58
4523420,02;16:42:51:114;Trial026;Video 18;P01;Fixation;1403,4;635,49
4523436,56;16:42:51:131;Trial026;Video 18;P01;Fixation;1398,88;638,13
4523453,42;16:42:51:147;Trial026;Video 18;P01;Fixation;1386,85;644,3
4523469,91;16:42:51:164;Trial026;Video 18;P01;Fixation;1393,98;640,88
4523486,56;16:42:51:181;Trial026;Video 18;P01;Fixation;1402,92;640,7
4523503,21;16:42:51:197;Trial026;Video 18;P01;Fixation;1383,33;631,7
4523519,87;16:42:51:214;Trial026;Video 18;P01;Fixation;1392,57;611,92
4523536,75;16:42:51:231;Trial026;Video 18;P01;Saccade;1380,49;619,2
4523553,19;16:42:51:247;Trial026;Video 18;P01;Fixation;1348,51;627,45
4523569,97;16:42:51:264;Trial026;Video 18;P01;Fixation;1353,18;635,07
4523586,5;16:42:51:280;Trial026;Video 18;P01;Fixation;1363,54;630,27
4523603,17;16:42:51:297;Trial026;Video 18;P01;Fixation;1364,22;609,12
4523619,93;16:42:51:314;Trial026;Video 18;P01;Fixation;1357,48;629,89
4523636,47;16:42:51:330;Trial026;Video 18;P01;Fixation;1355,27;611,93
4523653,29;16:42:51:347;Trial026;Video 18;P01;Fixation;1357,48;606,44
4523669,82;16:42:51:364;Trial026;Video 18;P01;Fixation;1351,51;606,82
4523686,46;16:42:51:380;Trial026;Video 18;P01;Fixation;1349,84;601,16
4523703,13;16:42:51:397;Trial026;Video 18;P01;Fixation;1322,03;626,54
4523719,78;16:42:51:414;Trial026;Video 18;P01;Fixation;1346,37;600,16
4523736,85;16:42:51:431;Trial026;Video 18;P01;Fixation;1345,68;597,34
4523753,09;16:42:51:447;Trial026;Video 18;P01;Fixation;1348,94;594,13
4523769,87;16:42:51:464;Trial026;Video 18;P01;Fixation;1346,64;590,83
4523786,43;16:42:51:480;Trial026;Video 18;P01;Fixation;1347,29;597,17
4523803,09;16:42:51:497;Trial026;Video 18;P01;Fixation;1342,96;591,45
4523819,96;16:42:51:514;Trial026;Video 18;P01;Fixation;1344,52;592,9
4523836,47;16:42:51:530;Trial026;Video 18;P01;Fixation;1336,75;584,67
4523853,12;16:42:51:547;Trial026;Video 18;P01;Fixation;1340,31;583,69
4523869,73;16:42:51:564;Trial026;Video 18;P01;Fixation;1336,62;585,86
4523886,38;16:42:51:580;Trial026;Video 18;P01;Fixation;1334,72;585,79
4523903,08;16:42:51:597;Trial026;Video 18;P01;Fixation;1330,61;581,3
4523919,71;16:42:51:614;Trial026;Video 18;P01;Fixation;1321,6;583,29
4523936,42;16:42:51:630;Trial026;Video 18;P01;Fixation;1324,64;590,93
4523953,06;16:42:51:647;Trial026;Video 18;P01;Fixation;1325,45;592,09
4523969,8;16:42:51:664;Trial026;Video 18;P01;Saccade;1320,76;583,81
4523986,34;16:42:51:680;Trial026;Video 18;P01;Fixation;1316,78;595,01
4524003,02;16:42:51:697;Trial026;Video 18;P01;Fixation;1314,75;585,62
4524019,81;16:42:51:714;Trial026;Video 18;P01;Fixation;1312,01;583,62
4524036,4;16:42:51:730;Trial026;Video 18;P01;Fixation;1315,17;592,54
4524053,42;16:42:51:747;Trial026;Video 18;P01;Fixation;1313,86;582,07
4524069,66;16:42:51:764;Trial026;Video 18;P01;Fixation;1316,74;582,63
4524086,31;16:42:51:780;Trial026;Video 18;P01;Fixation;1315,87;577,68
4524102,98;16:42:51:797;Trial026;Video 18;P01;Fixation;1318,39;588,59
4524119,71;16:42:51:814;Trial026;Video 18;P01;Fixation;1318,5;592,06
4524137,35;16:42:51:831;Trial026;Video 18;P01;Fixation;1319,8;578,7
4524152,95;16:42:51:847;Trial026;Video 18;P01;Fixation;1315,39;585,07
4524169,82;16:42:51:864;Trial026;Video 18;P01;Fixation;1316,3;580,92
4524186,28;16:42:51:880;Trial026;Video 18;P01;Fixation;1313,11;578,82
4524202,93;16:42:51:897;Trial026;Video 18;P01;Fixation;1323,97;578,4
4524219,73;16:42:51:914;Trial026;Video 18;P01;Fixation;1319,48;580,79
4524236,29;16:42:51:930;Trial026;Video 18;P01;Fixation;1316,85;587,76
4524253,47;16:42:51:947;Trial026;Video 18;P01;Saccade;1314,51;587,14
4524269,58;16:42:51:964;Trial026;Video 18;P01;Saccade;1153,85;586,8
4524286,24;16:42:51:980;Trial026;Video 18;P01;Saccade;787,66;575,31
4524302,92;16:42:51:997;Trial026;Video 18;P01;Fixation;631,98;507,07
4524319,55;16:42:52:014;Trial026;Video 18;P01;Fixation;676,57;532,91
4524336,35;16:42:52:030;Trial026;Video 18;P01;Fixation;644,8;543,28
4524352,89;16:42:52:047;Trial026;Video 18;P01;Fixation;657,61;501,71
4524369,57;16:42:52:064;Trial026;Video 18;P01;Fixation;649,66;527,56
4524386,19;16:42:52:080;Trial026;Video 18;P01;Fixation;641,32;514,11
4524402,86;16:42:52:097;Trial026;Video 18;P01;Fixation;649,25;537,5
4524419,6;16:42:52:114;Trial026;Video 18;P01;Fixation;645,55;512,88
4524436,16;16:42:52:130;Trial026;Video 18;P01;Fixation;651,54;512,28
4524453,04;16:42:52:147;Trial026;Video 18;P01;Fixation;640,49;521,04
4524469,49;16:42:52:163;Trial026;Video 18;P01;Fixation;647,41;501,28
4524486,15;16:42:52:180;Trial026;Video 18;P01;Fixation;647,17;510,41
4524502,82;16:42:52:197;Trial026;Video 18;P01;Fixation;638;518,34
4524519,48;16:42:52:213;Trial026;Video 18;P01;Fixation;647,89;520,2
4524536,64;16:42:52:231;Trial026;Video 18;P01;Fixation;646,98;510,78
4524552,79;16:42:52:247;Trial026;Video 18;P01;Fixation;650,69;532,33
4524569,56;16:42:52:264;Trial026;Video 18;P01;Fixation;654,08;513,3
4524586,11;16:42:52:280;Trial026;Video 18;P01;Fixation;643,96;502,99
4524602,78;16:42:52:297;Trial026;Video 18;P01;Fixation;652,22;503,9
4524619,65;16:42:52:314;Trial026;Video 18;P01;Fixation;664,84;502,05
4524636,09;16:42:52:330;Trial026;Video 18;P01;Fixation;647,77;514,14
4524652,94;16:42:52:347;Trial026;Video 18;P01;Fixation;659,49;504,45
4524669,42;16:42:52:363;Trial026;Video 18;P01;Fixation;654,82;520,39
4524686,07;16:42:52:380;Trial026;Video 18;P01;Saccade;667,79;505,17
4524702,8;16:42:52:397;Trial026;Video 18;P01;Fixation;692,59;511,15
4524719,48;16:42:52:413;Trial026;Video 18;P01;Fixation;750,77;489,61
4524736,2;16:42:52:430;Trial026;Video 18;P01;Fixation;735,48;509,73
4524752,74;16:42:52:447;Trial026;Video 18;P01;Fixation;731,51;509,17
4524769,4;16:42:52:463;Trial026;Video 18;P01;Fixation;730,95;508,81
4524786,13;16:42:52:480;Trial026;Video 18;P01;Fixation;706,45;516,12
4524802,75;16:42:52:497;Trial026;Video 18;P01;Fixation;733,95;514,32
4524819,54;16:42:52:514;Trial026;Video 18;P01;Fixation;723,56;515,35
4524836,07;16:42:52:530;Trial026;Video 18;P01;Fixation;735,39;516,97
4524852,97;16:42:52:547;Trial026;Video 18;P01;Fixation;743,71;506,58
4524869,34;16:42:52:563;Trial026;Video 18;P01;Fixation;739,68;511,24
4524885,99;16:42:52:580;Trial026;Video 18;P01;Fixation;746,33;512,09
4524902,73;16:42:52:597;Trial026;Video 18;P01;Fixation;745,9;505,09
4524919,33;16:42:52:613;Trial026;Video 18;P01;Fixation;740,23;510,35
4524936,19;16:42:52:630;Trial026;Video 18;P01;Fixation;735,61;500,76
4524952,64;16:42:52:647;Trial026;Video 18;P01;Fixation;731,73;513,09
4524969,37;16:42:52:663;Trial026;Video 18;P01;Fixation;744,66;507,97
4524985,96;16:42:52:680;Trial026;Video 18;P01;Fixation;742,16;508,14
4525002,62;16:42:52:697;Trial026;Video 18;P01;Fixation;736,64;512,87
4525019,51;16:42:52:713;Trial026;Video 18;P01;Fixation;742,51;497,7
4525035,99;16:42:52:730;Trial026;Video 18;P01;Fixation;734,67;520,54
4525052,91;16:42:52:747;Trial026;Video 18;P01;Fixation;740,75;509,71
4525069,27;16:42:52:763;Trial026;Video 18;P01;Fixation;737,16;510,43
4525085,93;16:42:52:780;Trial026;Video 18;P01;Fixation;732,56;508,23
4525102,62;16:42:52:797;Trial026;Video 18;P01;Fixation;739,31;511,65
4525119,24;16:42:52:813;Trial026;Video 18;P01;Fixation;737,18;515,54
4525136,07;16:42:52:830;Trial026;Video 18;P01;Fixation;742,14;510,01
4525152,64;16:42:52:847;Trial026;Video 18;P01;Fixation;732,3;522,55
4525169,51;16:42:52:863;Trial026;Video 18;P01;Fixation;734,49;507,98
4525185,95;16:42:52:880;Trial026;Video 18;P01;Fixation;745,44;508,6
4525202,55;16:42:52:897;Trial026;Video 18;P01;Fixation;738,05;511,64
4525219,27;16:42:52:913;Trial026;Video 18;P01;Fixation;744,74;512,09
4525235,87;16:42:52:930;Trial026;Video 18;P01;Fixation;744,42;502,94
4525252,57;16:42:52:947;Trial026;Video 18;P01;Fixation;745,66;516,29
4525269,19;16:42:52:963;Trial026;Video 18;P01;Fixation;749,43;498,7
4525285,85;16:42:52:980;Trial026;Video 18;P01;Fixation;749,51;521,7
4525302,53;16:42:52:996;Trial026;Video 18;P01;Saccade;744,74;518,47
4525319,16;16:42:53:013;Trial026;Video 18;P01;Fixation;749,22;531,74
4525336,4;16:42:53:030;Trial026;Video 18;P01;Fixation;753,52;517,19
4525352,49;16:42:53:046;Trial026;Video 18;P01;Fixation;747,22;522,35
4525369,2;16:42:53:063;Trial026;Video 18;P01;Fixation;744,8;516,99
4525385,8;16:42:53:080;Trial026;Video 18;P01;Fixation;752,16;524,21
4525402,48;16:42:53:096;Trial026;Video 18;P01;Fixation;754,02;529,08
4525419,26;16:42:53:113;Trial026;Video 18;P01;Fixation;747,17;523,85
4525435,79;16:42:53:130;Trial026;Video 18;P01;Fixation;751,77;518,91
4525452,49;16:42:53:146;Trial026;Video 18;P01;Fixation;726,99;521,37
4525469,14;16:42:53:163;Trial026;Video 18;P01;Fixation;750,43;518,72
4525485,76;16:42:53:180;Trial026;Video 18;P01;Fixation;743,19;538,09
4525502,5;16:42:53:196;Trial026;Video 18;P01;Fixation;743,88;510,96
4525519,11;16:42:53:213;Trial026;Video 18;P01;Fixation;721,4;524,83
4525535,89;16:42:53:230;Trial026;Video 18;P01;Fixation;737,9;511,97
4525552,43;16:42:53:246;Trial026;Video 18;P01;Fixation;736,57;516,18
4525569,15;16:42:53:263;Trial026;Video 18;P01;Fixation;730,97;516,56
4525585,74;16:42:53:280;Trial026;Video 18;P01;Fixation;724,06;516,55
4525602,41;16:42:53:296;Trial026;Video 18;P01;Fixation;735,81;512,68
4525619,17;16:42:53:313;Trial026;Video 18;P01;Fixation;727,49;515,21
4525635,7;16:42:53:330;Trial026;Video 18;P01;Fixation;721,04;502,44
4525652,46;16:42:53:346;Trial026;Video 18;P01;Fixation;721,26;515,76
4525669,04;16:42:53:363;Trial026;Video 18;P01;Fixation;723,77;512,13
4525685,7;16:42:53:380;Trial026;Video 18;P01;Fixation;717,83;519,78
4525702,4;16:42:53:396;Trial026;Video 18;P01;Fixation;726,97;530,66
4525719,02;16:42:53:413;Trial026;Video 18;P01;Fixation;714,86;520,21
4525736,3;16:42:53:430;Trial026;Video 18;P01;Blink;0;0
4525752,33;16:42:53:446;Trial026;Video 18;P01;Blink;0;0
4525769,05;16:42:53:463;Trial026;Video 18;P01;Blink;0;0
4525785,66;16:42:53:480;Trial026;Video 18;P01;Blink;0;0
4525802,34;16:42:53:496;Trial026;Video 18;P01;Blink;0;0
4525819,22;16:42:53:513;Trial026;Video 18;P01;Blink;0;0
4525835,63;16:42:53:530;Trial026;Video 18;P01;Blink;0;0
4525852,44;16:42:53:546;Trial026;Video 18;P01;Blink;0;0
4525868,96;16:42:53:563;Trial026;Video 18;P01;Blink;0;0
4525885,61;16:42:53:580;Trial026;Video 18;P01;Blink;0;0
4525902,3;16:42:53:596;Trial026;Video 18;P01;Blink;0;0
4525918,94;16:42:53:613;Trial026;Video 18;P01;Saccade;602,76;481,95
4525935,63;16:42:53:630;Trial026;Video 18;P01;Saccade;0;0
4525952,28;16:42:53:646;Trial026;Video 18;P01;Fixation;701,59;486,51
4525968,92;16:42:53:663;Trial026;Video 18;P01;Fixation;694,68;506,49
4525985,57;16:42:53:680;Trial026;Video 18;P01;Fixation;649,83;501,1
4526002,33;16:42:53:696;Trial026;Video 18;P01;Fixation;673,35;482,88
4526019,03;16:42:53:713;Trial026;Video 18;P01;Fixation;667,07;472,69
4526035,55;16:42:53:730;Trial026;Video 18;P01;Fixation;659,03;466,42
4526052,23;16:42:53:746;Trial026;Video 18;P01;Fixation;652,05;474,8
4526068,89;16:42:53:763;Trial026;Video 18;P01;Fixation;663,93;493,59
4526085,54;16:42:53:780;Trial026;Video 18;P01;Fixation;652,2;491,05
4526102,23;16:42:53:796;Trial026;Video 18;P01;Fixation;661,28;497,63
4526118,86;16:42:53:813;Trial026;Video 18;P01;Fixation;650,05;493,07
4526136,03;16:42:53:830;Trial026;Video 18;P01;Saccade;658,78;510,36
4526152,17;16:42:53:846;Trial026;Video 18;P01;Saccade;867,58;568,59
4526168,89;16:42:53:863;Trial026;Video 18;P01;Fixation;1155,77;598,88
4526185,5;16:42:53:879;Trial026;Video 18;P01;Fixation;1128,37;602,52
4526202,22;16:42:53:896;Trial026;Video 18;P01;Fixation;1156,28;613,22
4526218,97;16:42:53:913;Trial026;Video 18;P01;Fixation;1149,08;616,69
4526235,48;16:42:53:929;Trial026;Video 18;P01;Fixation;1152,32;623,28
4526252,15;16:42:53:946;Trial026;Video 18;P01;Fixation;1162,45;626,74
4526268,82;16:42:53:963;Trial026;Video 18;P01;Fixation;1151,37;636,58
4526285,47;16:42:53:979;Trial026;Video 18;P01;Fixation;1148,12;623,47
4526302,15;16:42:53:996;Trial026;Video 18;P01;Fixation;1141,23;633,58
4526318,8;16:42:54:013;Trial026;Video 18;P01;Fixation;1142,23;631,76
4526335,49;16:42:54:029;Trial026;Video 18;P01;Fixation;1131,67;640,52
4526352,12;16:42:54:046;Trial026;Video 18;P01;Fixation;1139,09;639,98
4526368,77;16:42:54:063;Trial026;Video 18;P01;Fixation;1141,51;640,25
4526385,42;16:42:54:079;Trial026;Video 18;P01;Fixation;1139,04;639,94
4526402,1;16:42:54:096;Trial026;Video 18;P01;Fixation;1138,47;642,48
4526418,99;16:42:54:113;Trial026;Video 18;P01;Fixation;1139,18;632,92
4526435,4;16:42:54:129;Trial026;Video 18;P01;Fixation;1133,85;636,45
4526452,16;16:42:54:146;Trial026;Video 18;P01;Fixation;1131,15;636,35
4526468,73;16:42:54:163;Trial026;Video 18;P01;Fixation;1140,61;637,39
4526485,43;16:42:54:179;Trial026;Video 18;P01;Fixation;1134,34;636,17
4526502,05;16:42:54:196;Trial026;Video 18;P01;Fixation;1131,84;634,45
4526518,7;16:42:54:213;Trial026;Video 18;P01;Fixation;1135,19;638,48
4526535,47;16:42:54:229;Trial026;Video 18;P01;Fixation;1132,46;632,72
4526552,02;16:42:54:246;Trial026;Video 18;P01;Fixation;1132,46;633,41
4526568,97;16:42:54:263;Trial026;Video 18;P01;Fixation;1123,85;637,96
4526585,35;16:42:54:279;Trial026;Video 18;P01;Fixation;1122,7;632,9
4526602,01;16:42:54:296;Trial026;Video 18;P01;Fixation;1134,17;632,64
4526618,89;16:42:54:313;Trial026;Video 18;P01;Fixation;1122,57;633,11
4526635,32;16:42:54:329;Trial026;Video 18;P01;Fixation;1126,36;629,16
4526652,06;16:42:54:346;Trial026;Video 18;P01;Fixation;1113,84;637,07
4526668,65;16:42:54:363;Trial026;Video 18;P01;Fixation;1120,48;630,98
4526685,31;16:42:54:379;Trial026;Video 18;P01;Fixation;1123,52;633,04
4526701,99;16:42:54:396;Trial026;Video 18;P01;Fixation;1121,28;630,63
4526718,63;16:42:54:413;Trial026;Video 18;P01;Fixation;1125,42;631,98
4526735,33;16:42:54:429;Trial026;Video 18;P01;Fixation;1124,97;630,35
4526751,97;16:42:54:446;Trial026;Video 18;P01;Fixation;1127,3;628,97
4526768,62;16:42:54:463;Trial026;Video 18;P01;Fixation;1122,47;625,17
4526785,28;16:42:54:479;Trial026;Video 18;P01;Saccade;1112,45;626,8
4526801,94;16:42:54:496;Trial026;Video 18;P01;Fixation;1089,69;622,78
4526818,65;16:42:54:513;Trial026;Video 18;P01;Fixation;1096,76;619,72
4526835,25;16:42:54:529;Trial026;Video 18;P01;Fixation;1101,95;617,18
4526851,95;16:42:54:546;Trial026;Video 18;P01;Fixation;1102,98;614,79
4526868,58;16:42:54:563;Trial026;Video 18;P01;Fixation;1095,58;611,12
4526885,23;16:42:54:579;Trial026;Video 18;P01;Fixation;1097,67;616,2
4526901,97;16:42:54:596;Trial026;Video 18;P01;Fixation;1102,89;609,66
4526918,55;16:42:54:613;Trial026;Video 18;P01;Fixation;1094,03;604,75
4526935,25;16:42:54:629;Trial026;Video 18;P01;Fixation;1092,69;603,25
4526951,87;16:42:54:646;Trial026;Video 18;P01;Fixation;1078,16;603,75
4526968,54;16:42:54:663;Trial026;Video 18;P01;Fixation;1070;601,83
4526985,21;16:42:54:679;Trial026;Video 18;P01;Fixation;1063,37;600,16
4527001,86;16:42:54:696;Trial026;Video 18;P01;Fixation;1085,11;602,16
4527018,56;16:42:54:713;Trial026;Video 18;P01;Fixation;1093,66;597,65
4527035,2;16:42:54:729;Trial026;Video 18;P01;Fixation;1093,17;597,67
4527051,84;16:42:54:746;Trial026;Video 18;P01;Fixation;1088,98;592,49
4527068,5;16:42:54:762;Trial026;Video 18;P01;Fixation;1094,32;588,57
4527085,15;16:42:54:779;Trial026;Video 18;P01;Fixation;1085,5;589,07
4527101,97;16:42:54:796;Trial026;Video 18;P01;Fixation;1084,47;595,04
4527118,48;16:42:54:812;Trial026;Video 18;P01;Fixation;1083,67;592,2
4527135,17;16:42:54:829;Trial026;Video 18;P01;Fixation;1085,23;594,71
4527151,81;16:42:54:846;Trial026;Video 18;P01;Fixation;1093,7;587,77
4527168,46;16:42:54:862;Trial026;Video 18;P01;Fixation;1091,71;595,1
4527185,12;16:42:54:879;Trial026;Video 18;P01;Fixation;1085,2;598,09
4527201,78;16:42:54:896;Trial026;Video 18;P01;Fixation;1089,94;596,9
4527218,58;16:42:54:913;Trial026;Video 18;P01;Fixation;1105,2;594,1
4527235,09;16:42:54:929;Trial026;Video 18;P01;Fixation;1108,36;591,43
4527251,77;16:42:54:946;Trial026;Video 18;P01;Fixation;1098,64;592,12
4527268,42;16:42:54:962;Trial026;Video 18;P01;Fixation;1109,06;596,51
4527285,07;16:42:54:979;Trial026;Video 18;P01;Fixation;1086,21;599,11
4527301,81;16:42:54:996;Trial026;Video 18;P01;Fixation;1094,81;587,97
4527318,47;16:42:55:012;Trial026;Video 18;P01;Fixation;1086,15;581,57
4527335,21;16:42:55:029;Trial026;Video 18;P01;Fixation;1091,09;593,31
4527351,72;16:42:55:046;Trial026;Video 18;P01;Fixation;1089,81;588,28
4527368,81;16:42:55:063;Trial026;Video 18;P01;Fixation;1098,78;580,5
4527385,05;16:42:55:079;Trial026;Video 18;P01;Fixation;1079,33;591,48
4527401,7;16:42:55:096;Trial026;Video 18;P01;Fixation;1087,15;593,26
4527418,48;16:42:55:112;Trial026;Video 18;P01;Fixation;1068,11;597,14
4527435,03;16:42:55:129;Trial026;Video 18;P01;Fixation;1078,98;579,09
4527451,69;16:42:55:146;Trial026;Video 18;P01;Fixation;1078,22;585,22
4527468,34;16:42:55:162;Trial026;Video 18;P01;Fixation;1080,15;595,44
4527485,05;16:42:55:179;Trial026;Video 18;P01;Fixation;1072,16;595,18
4527501,76;16:42:55:196;Trial026;Video 18;P01;Blink;0;0
4527518,32;16:42:55:212;Trial026;Video 18;P01;Blink;0;0
4527535,1;16:42:55:229;Trial026;Video 18;P01;Blink;0;0
4527551,66;16:42:55:246;Trial026;Video 18;P01;Blink;0;0
4527568,31;16:42:55:262;Trial026;Video 18;P01;Blink;0;0
4527584,97;16:42:55:279;Trial026;Video 18;P01;Blink;0;0
4527601,64;16:42:55:296;Trial026;Video 18;P01;Blink;0;0
4527618,35;16:42:55:312;Trial026;Video 18;P01;Blink;0;0
4527634,94;16:42:55:329;Trial026;Video 18;P01;Fixation;1079,25;599,42
4527651,62;16:42:55:346;Trial026;Video 18;P01;Fixation;1090,82;583,94
4527668,26;16:42:55:362;Trial026;Video 18;P01;Fixation;1060,55;601,73
4527684,92;16:42:55:379;Trial026;Video 18;P01;Fixation;1043,84;619,4
4527701,61;16:42:55:396;Trial026;Video 18;P01;Fixation;1054,61;615,02
4527718,24;16:42:55:412;Trial026;Video 18;P01;Fixation;1045,33;621,02
4527735,43;16:42:55:429;Trial026;Video 18;P01;Fixation;1054,83;624,68
4527751,66;16:42:55:446;Trial026;Video 18;P01;Fixation;1051,78;604,95
4527768,32;16:42:55:462;Trial026;Video 18;P01;Fixation;1056,01;602,44
4527784,95;16:42:55:479;Trial026;Video 18;P01;Fixation;1044,06;614,54
4527801,55;16:42:55:496;Trial026;Video 18;P01;Saccade;1035,52;606,8
4527818,47;16:42:55:512;Trial026;Video 18;P01;Fixation;1036,31;639,94
4527834,87;16:42:55:529;Trial026;Video 18;P01;Fixation;1036,57;611,17
4527851,54;16:42:55:546;Trial026;Video 18;P01;Fixation;1042,01;615,72
4527868,31;16:42:55:562;Trial026;Video 18;P01;Fixation;1036,94;608,95
4527884,85;16:42:55:579;Trial026;Video 18;P01;Fixation;1035,3;606,84
4527901,68;16:42:55:596;Trial026;Video 18;P01;Fixation;1030,49;603,18
4527918,18;16:42:55:612;Trial026;Video 18;P01;Fixation;1030,94;608,1
4527934,89;16:42:55:629;Trial026;Video 18;P01;Fixation;1030,04;606,28
4527951,63;16:42:55:646;Trial026;Video 18;P01;Fixation;1026,32;611,39
4527968,16;16:42:55:662;Trial026;Video 18;P01;Fixation;1018,8;612,13
4527984,91;16:42:55:679;Trial026;Video 18;P01;Fixation;1026,89;612,78
4528001,49;16:42:55:695;Trial026;Video 18;P01;Fixation;1026,93;609,8
4528018,38;16:42:55:712;Trial026;Video 18;P01;Fixation;1042,73;608,05
4528034,79;16:42:55:729;Trial026;Video 18;P01;Fixation;1034,54;606,42
4528051,47;16:42:55:745;Trial026;Video 18;P01;Saccade;1026,22;611,38
4528068,23;16:42:55:762;Trial026;Video 18;P01;Saccade;733,62;585,95
4528084,77;16:42:55:779;Trial026;Video 18;P01;Saccade;680,66;546,31
4528101,51;16:42:55:795;Trial026;Video 18;P01;Fixation;686,92;498,51
4528118,13;16:42:55:812;Trial026;Video 18;P01;Fixation;669,04;512,14
4528134,76;16:42:55:829;Trial026;Video 18;P01;Fixation;641,21;496,47
4528151,43;16:42:55:845;Trial026;Video 18;P01;Fixation;656,34;497,54
4528168,25;16:42:55:862;Trial026;Video 18;P01;Fixation;648,06;479,46
4528184,83;16:42:55:879;Trial026;Video 18;P01;Fixation;657,41;507,91
4528201,42;16:42:55:895;Trial026;Video 18;P01;Fixation;654,7;502,24
4528218,11;16:42:55:912;Trial026;Video 18;P01;Fixation;658,18;497,31
4528234,71;16:42:55:929;Trial026;Video 18;P01;Fixation;651,12;483,65
4528251,38;16:42:55:945;Trial026;Video 18;P01;Fixation;632,17;497,05
4528268,31;16:42:55:962;Trial026;Video 18;P01;Fixation;651,92;490,46
4528284,74;16:42:55:979;Trial026;Video 18;P01;Fixation;645,59;493,97
4528301,48;16:42:55:995;Trial026;Video 18;P01;Fixation;638,85;498,09
4528318,08;16:42:56:012;Trial026;Video 18;P01;Fixation;650,16;502,38
4528334,7;16:42:56:029;Trial026;Video 18;P01;Fixation;650,34;506,57
4528351,6;16:42:56:046;Trial026;Video 18;P01;Fixation;651,04;502
4528368,34;16:42:56:062;Trial026;Video 18;P01;Fixation;641,45;498,46
4528384,72;16:42:56:079;Trial026;Video 18;P01;Fixation;649,53;495,48
4528401,33;16:42:56:095;Trial026;Video 18;P01;Fixation;646,66;498,77
4528418,07;16:42:56:112;Trial026;Video 18;P01;Fixation;637,7;497,64
4528434,64;16:42:56:129;Trial026;Video 18;P01;Fixation;652,92;498,34
4528451,31;16:42:56:145;Trial026;Video 18;P01;Fixation;668,71;502,53
4528468,09;16:42:56:162;Trial026;Video 18;P01;Fixation;649,91;499,12
